subscription_id,member_id,plan_id,start_date,end_date,status,billed_amount
sub_4b3e39c1fe7f,mem_d332a79d2491,plan_standard,2025-06-28,,active,11.93
sub_4cba63a64318,mem_3f3c66b01f90,plan_premium,2025-04-20,,active,13.62
sub_156cdff455cd,mem_0e1e7fdf5930,plan_premium,2025-06-06,,active,13.62
sub_b6baa66b9485,mem_4f23607654fd,plan_standard,2026-03-27,,active,13.62
sub_d93431846de6,mem_7aec4e13cffe,plan_standard,2025-06-24,,active,13.62
sub_8eed205b59f8,mem_ecc0824e8854,plan_standard,2026-05-28,,active,13.62
sub_770d75d91ca1,mem_5d20ff3162d8,plan_standard,2025-04-13,,active,13.62
sub_90596c948c48,mem_77d98bfd527d,plan_premium,2025-04-25,,active,13.62
sub_1198642f7605,mem_730eb4f422e7,plan_standard,2026-04-14,,active,13.62
sub_b12d9f460ed1,mem_62f3b9f9a0e2,plan_standard,2025-06-01,,active,13.62
sub_42b1a3ea525d,mem_6c11dbb6ceb4,plan_premium,2026-01-01,,active,13.62
sub_ee977245d5f6,mem_78a6230382b3,plan_standard,2026-03-11,,active,13.62
sub_56654a6149f1,mem_6471c60d7a2a,plan_premium,2025-06-18,,active,13.62
sub_9f58fad23601,mem_303eb3a07b7b,plan_standard,2026-04-12,,active,13.62
sub_da70009eec4b,mem_720aeb9200ad,plan_standard,2026-07-04,,active,13.62
sub_0dadefb45a4c,mem_e3c330f19bab,plan_standard,2026-04-26,,active,13.62
sub_22fc7d6a12eb,mem_1750d664302c,plan_standard,2026-03-02,,active,13.62
sub_0a30b62cd003,mem_b12271ee66ae,plan_standard,2025-04-20,,active,13.62
sub_a2d483848e7d,mem_75dc58d7650f,plan_premium,2024-12-11,,active,13.62
sub_b7bc52dbb300,mem_da5523a198cc,plan_standard,2026-03-22,,active,13.62
sub_867370a05d6a,mem_ec9af4699ccb,plan_standard,2025-09-28,,active,13.62
sub_4262a08e8bab,mem_e6b0b112202c,plan_premium,2026-01-29,,active,13.62
sub_be31d4c60739,mem_03c023da0612,plan_standard,2024-11-10,,active,13.62
sub_f7ec682c77fd,mem_7175660164ad,plan_standard,2025-11-25,,active,13.62
sub_a50ae9b64e4f,mem_3a383e027a26,plan_premium,2025-01-25,,active,13.62
sub_0e978148e332,mem_870dc55b8c02,plan_standard,2026-03-30,,active,14.14
sub_6dcbf0be4f38,mem_b89d0c5f0559,plan_standard,2025-11-01,,active,14.14
sub_fe429a398e97,mem_55e91d358342,plan_standard,2024-11-03,,active,14.14
sub_8b691184a7a0,mem_75bfa4406e38,plan_standard,2026-06-26,,active,14.14
sub_d66fb312e66a,mem_30dc5b757c69,plan_standard,2025-10-24,,active,14.14
sub_186f190e3f82,mem_193060c1eae9,plan_premium,2026-02-22,,active,14.14
sub_b06a643ab275,mem_ee78400de3d3,plan_premium,2025-06-25,,active,14.14
sub_0481a781d87e,mem_d8858d7f7be7,plan_standard,2026-01-13,,active,14.14
sub_6333f4cfe25c,mem_add5da7b2e2d,plan_standard,2024-11-01,,active,14.14
sub_556fa16768e6,mem_7f174393b6da,plan_standard,2026-05-25,,active,14.14
sub_821f90570cc2,mem_87d462396832,plan_standard,2025-03-15,,active,14.14
sub_5a51540551f9,mem_268242fb6b47,plan_standard,2026-04-27,,active,14.14
sub_97cc7a13e33f,mem_61488bc4f609,plan_standard,2026-06-22,,active,14.14
sub_dcb18415a6de,mem_240b254b41ea,plan_standard,2026-01-13,,active,14.14
sub_2f34a744afb6,mem_2eca394ffd60,plan_standard,2025-12-03,,active,14.14
sub_e8153cfbc991,mem_e38735a2669d,plan_premium,2025-06-09,,active,14.14
sub_d91a7cc1feaf,mem_a17bb7e3d499,plan_standard,2025-09-01,,active,14.14
sub_2ce0a058e208,mem_fadd24f0e57c,plan_standard,2025-01-23,,active,14.14
sub_4132207e9679,mem_7d52dd3500ce,plan_standard,2025-07-30,,active,14.14
sub_6d4e2adbb593,mem_79e42ef82071,plan_standard,2026-04-24,,active,14.14
sub_d837616e5483,mem_3980b5bf0267,plan_standard,2026-01-15,,active,14.14
sub_b3d0313f20c4,mem_883b980b22f8,plan_standard,2025-09-15,,active,12.36
sub_345a7af815e6,mem_5825b0de8011,plan_premium,2026-05-22,,active,12.36
sub_05ceb2c6d83c,mem_5fc25fafbe1a,plan_standard,2025-03-15,,active,12.36
sub_6b0f18d4ab17,mem_8a471aee567a,plan_premium,2025-12-09,,active,12.36
sub_65d9c3d08dc6,mem_0aee2e972870,plan_standard,2025-09-13,,active,12.36
sub_b7c819a825b6,mem_0463039ef433,plan_standard,2026-03-03,,active,12.36
sub_eb9f56d2bc15,mem_0b9c9762b2e0,plan_standard,2025-08-25,,active,12.36
sub_834c11d0818f,mem_cbd42c22d8c0,plan_standard,2025-11-15,,active,12.36
sub_547799993d64,mem_ac7c98246bf6,plan_standard,2026-04-26,,active,12.36
sub_e1fca00e0009,mem_5ece98881da0,plan_standard,2025-09-14,,active,12.36
sub_fb2a48152368,mem_a180e0e7bbdc,plan_standard,2026-02-08,,active,12.36
sub_dfdb5bf84fde,mem_f1fa779585db,plan_standard,2025-07-22,,active,12.36
sub_0a917e083573,mem_fdf8c328a06e,plan_premium,2026-05-03,,active,12.36
sub_b9a2973259be,mem_e3d5614d7f95,plan_standard,2025-11-08,,active,12.36
sub_760dee4cef90,mem_5ca98f354bb8,plan_premium,2026-01-26,,active,12.36
sub_ace979c1bba3,mem_2e21e3331261,plan_standard,2026-04-19,,active,10.13
sub_efa1bc944e6f,mem_d8911342704e,plan_standard,2025-06-25,,active,10.13
sub_3373241eda01,mem_556123fce365,plan_standard,2025-10-18,,active,10.13
sub_e0f3e43340f5,mem_723b52b0cb79,plan_standard,2026-03-04,,active,10.13
sub_d209b829fcb7,mem_7fd5fccf9942,plan_standard,2026-01-10,,active,10.13
sub_f28480aba576,mem_cc282550b279,plan_standard,2025-09-08,,active,10.13
sub_e25ae29bd6a0,mem_928ee4a9fc62,plan_standard,2025-12-07,,active,10.13
sub_468d2d6e9c3f,mem_56b9dba78124,plan_premium,2025-06-19,,active,10.13
sub_3317a4a7d0cf,mem_a3a516a8bbb3,plan_standard,2024-12-24,,active,10.13
sub_3b4c61b0c075,mem_8f7aa5351916,plan_premium,2025-07-31,,active,10.13
sub_c010b9acf445,mem_861a4c99a95b,plan_standard,2025-09-18,,active,10.13
sub_34426171e9fe,mem_e9eb19171146,plan_standard,2025-10-03,,active,11.61
sub_a7dc22f99d1f,mem_75b7fc82eb44,plan_standard,2026-02-27,,active,11.61
sub_1313a8c7ffa4,mem_4f6d75f501c4,plan_standard,2025-05-31,,active,11.61
sub_28f721a81ae0,mem_cef179b9c891,plan_standard,2025-07-20,,active,11.61
sub_c823b132229d,mem_c80bfca8997a,plan_standard,2025-09-10,,active,11.61
sub_f02c677291b4,mem_417d74d0b65b,plan_standard,2026-04-13,,active,11.61
sub_23f6e3e18004,mem_39b78688becd,plan_standard,2026-04-23,,active,11.61
sub_ea30c2fa5f9c,mem_4344cb9632f2,plan_standard,2026-07-04,,active,11.61
sub_4301fc3ef18a,mem_7c605675c93b,plan_standard,2026-04-05,,active,11.61
sub_fa4375bf6582,mem_d828e538fa51,plan_standard,2025-07-08,,active,12.28
sub_56b9b9ab6c97,mem_c0a8e02299d9,plan_premium,2026-01-04,,active,12.28
sub_fe1c294941bb,mem_323be6decbff,plan_standard,2025-03-29,,active,12.28
sub_59653853e8f8,mem_150e5d570c59,plan_premium,2025-11-04,,active,12.28
sub_eca5c1508e02,mem_eeeaa5819edb,plan_premium,2025-08-12,,active,12.28
sub_3865b4fed974,mem_e398ff53497b,plan_standard,2026-02-05,,active,12.28
sub_927639566740,mem_b55c9ecd989c,plan_premium,2026-01-29,,active,12.28
sub_4430925e0d60,mem_1243f8c3f683,plan_standard,2026-05-13,,active,12.28
sub_ddda4a0f5f62,mem_fd7f37b76d27,plan_premium,2025-08-31,,active,24.99
sub_6efcdd98bd01,mem_ce88a0d90caa,plan_standard,2025-03-23,,active,14.99
sub_04f02329b4cb,mem_b2c53552f146,plan_standard,2025-04-24,,active,14.99
sub_cc48be866ba6,mem_7e3a512ad40d,plan_standard,2025-03-30,,active,14.99
sub_78c29412b62d,mem_46f50062d668,plan_premium,2025-07-01,,active,24.99
sub_7cf606dac0c1,mem_433f9834ec30,plan_standard,2026-04-16,,active,14.99
sub_18cb5a438fe4,mem_57bf25311519,plan_premium,2025-06-11,,active,24.99
sub_2f976d98358d,mem_5fdae99afbba,plan_premium,2025-08-26,,active,24.99
sub_de745a5c06f9,mem_6c3b2b8d864b,plan_standard,2025-12-30,,active,14.99
sub_8a72632f7009,mem_adbd7c9eba3b,plan_premium,2025-11-14,,active,24.99
sub_ae7bceaceb73,mem_643148e3a860,plan_premium,2025-02-22,,active,24.99
sub_f76a5efa46ad,mem_2ba5ba90569e,plan_premium,2026-05-23,,active,24.99
sub_fae821af3da0,mem_b1fb9a71ef7a,plan_standard,2026-05-19,,active,14.99
sub_a6472f1f75f8,mem_0ddf64d498ba,plan_premium,2025-12-30,,active,24.99
sub_e223eae6715d,mem_a559eef0bf2d,plan_standard,2025-11-27,,active,14.99
sub_17297f7154f0,mem_91840224b41a,plan_standard,2025-11-13,,active,14.99
sub_b292f47e9187,mem_9bfee57866aa,plan_standard,2026-03-06,,active,14.99
sub_f8f004a1b4ca,mem_0a8d03dbcbe4,plan_standard,2025-07-17,,active,14.99
sub_4c205d676ad0,mem_43c1edf6dfd0,plan_standard,2026-01-10,,active,14.99
sub_45b7070a58cd,mem_e468f2a0ffef,plan_standard,2025-06-02,,active,14.99
sub_072149004655,mem_a6c8f4778687,plan_premium,2025-03-23,,active,24.99
sub_042a468988e9,mem_b8c169a40db3,plan_premium,2026-01-17,,active,24.99
sub_e9d5e199d842,mem_a17298550b74,plan_standard,2025-03-07,,active,14.99
sub_7d27cf72496b,mem_14df8e9d5af9,plan_standard,2026-01-08,,active,14.99
sub_9798e18397be,mem_07a2ac118006,plan_standard,2026-05-09,,active,14.99
sub_9e6ad0bd7654,mem_c0dcd71e2eb0,plan_premium,2025-04-23,,active,24.99
sub_e5a4595090d8,mem_bb3b09d35b19,plan_standard,2026-01-06,,active,14.99
sub_45b7169c1493,mem_1bf731ba6c91,plan_premium,2025-07-20,,active,24.99
sub_61141884abb7,mem_9804defe3647,plan_standard,2025-05-12,,active,14.99
sub_6ae9feb91f7d,mem_c9b003d7b8d5,plan_standard,2026-03-23,,active,14.99
sub_f7d81915f220,mem_c0dd93ee020a,plan_premium,2025-07-01,,active,24.99
sub_333ec4d5af99,mem_613eab6498a6,plan_premium,2025-12-21,,active,24.99
sub_c15d1c10459c,mem_91d0d38ddef4,plan_standard,2026-04-07,,active,14.99
sub_882c94e108cf,mem_87e51769b991,plan_standard,2026-01-11,,active,14.99
sub_eaf7ce72ed4b,mem_ec78c00363e8,plan_standard,2025-08-15,,active,14.99
sub_5a508d0f342b,mem_066e02cc6b3b,plan_premium,2026-04-09,,active,24.99
sub_2eeee6e688e4,mem_56664e8cb74e,plan_standard,2026-02-26,,active,14.99
sub_d0de1772ed29,mem_340bf25b340e,plan_standard,2025-03-22,,active,14.99
sub_2527e577b0ab,mem_bb8881d48ce1,plan_standard,2026-06-07,,active,14.99
sub_d510a5029388,mem_44013e3a53f3,plan_premium,2026-05-12,,active,24.99
sub_b125ab6711fc,mem_43fc3f0577a0,plan_standard,2026-02-06,,active,14.99
sub_c4efb64c6d8d,mem_401a9b4f4917,plan_standard,2026-05-11,,active,14.99
sub_f73654d0a17d,mem_8e742f12b9ab,plan_standard,2026-04-18,,active,14.99
sub_b48aa5f90c45,mem_0bce046b7dd0,plan_standard,2026-01-22,,active,14.99
sub_d1df95a75ae8,mem_2680bed43f62,plan_premium,2026-03-01,,active,24.99
sub_5ed1d2900857,mem_54df868cdb47,plan_standard,2025-12-30,,active,14.99
sub_e097b3fac8cc,mem_9e48f0a577f4,plan_standard,2026-06-14,,active,14.99
sub_e297737ab516,mem_eb57a8d54fe2,plan_standard,2025-05-18,,active,14.99
sub_4820e863c182,mem_d531e2e27f32,plan_standard,2026-02-03,,active,14.99
sub_c9b797c8ad15,mem_9df88530a37b,plan_standard,2025-07-07,,active,14.99
sub_d9aa7227fffd,mem_c805dea1c691,plan_standard,2025-01-15,,active,14.99
sub_c712345d4e13,mem_d6f27f81affe,plan_standard,2026-07-07,,active,14.99
sub_a1f716ecb937,mem_ff67b3905a61,plan_premium,2025-04-04,,active,24.99
sub_504b03114902,mem_4236942c19ce,plan_standard,2025-11-04,,active,14.99
sub_77b70d6274d4,mem_82bda94fe11b,plan_standard,2025-12-24,,active,14.99
sub_f37fab1256bc,mem_10a4b093a3ba,plan_standard,2025-01-20,,active,14.99
sub_5b36069a0a75,mem_e42a9085e3a9,plan_premium,2026-03-14,,active,24.99
sub_6d13cce58eab,mem_92d3a684945a,plan_premium,2026-02-03,,active,24.99
sub_d419c218e8ba,mem_99122ddc0632,plan_standard,2025-03-24,,active,14.99
sub_4368c8e7c9c7,mem_a4a1a285d6d5,plan_standard,2025-05-16,,active,14.99
sub_4d5fe8994e30,mem_95190088527e,plan_standard,2025-11-24,,active,14.99
sub_fd7250ddc626,mem_ee324176762c,plan_premium,2025-08-01,,active,24.99
sub_855da1a1f840,mem_f64c28909548,plan_standard,2025-06-14,,active,14.99
sub_0082767e07b8,mem_3df73b69395b,plan_standard,2025-03-17,,active,14.99
sub_434f0befa0e9,mem_73314f5144b2,plan_standard,2025-12-19,,active,14.99
sub_4425447b80f6,mem_e115664f1b07,plan_standard,2026-03-25,,active,14.99
sub_bf8fcb387c61,mem_8e41d45555c8,plan_premium,2025-12-20,,active,24.99
sub_f05c5511b1a4,mem_928759c8ef69,plan_standard,2026-02-03,,active,14.99
sub_79eae34f9f4b,mem_81cc7c6b6143,plan_standard,2025-09-12,,active,14.99
sub_3b1eef1e3261,mem_94918bdcd7f3,plan_standard,2025-06-16,,active,14.99
sub_5d0db8056773,mem_2ac456675ec7,plan_standard,2025-08-08,,active,14.99
sub_cf0c591ce7b3,mem_87d796e241f6,plan_standard,2025-05-12,,active,14.99
sub_65232c8a9edb,mem_56535e5ae913,plan_premium,2025-02-20,,active,24.99
sub_8c0c5f6c7cd5,mem_fde4f47c5232,plan_standard,2024-11-11,,active,14.99
sub_f3da03bdf798,mem_dbfc91a69f3e,plan_standard,2025-11-26,,active,14.99
sub_776b6a386944,mem_c36ebfc7852b,plan_standard,2025-03-07,,active,14.99
sub_b421dd45e367,mem_5453521b5bc3,plan_standard,2025-10-26,,active,14.99
sub_0d425b261c59,mem_7dd003f58231,plan_premium,2025-09-15,,active,24.99
sub_6eb8c675e087,mem_c0368625a82a,plan_standard,2026-06-06,,active,14.99
sub_64b6ff176cec,mem_4a4dd07e0598,plan_standard,2026-01-16,,active,14.99
sub_ef06c4fef180,mem_27541bf5ec9b,plan_premium,2025-04-18,,active,24.99
sub_49c4f26ffd71,mem_9269614292d5,plan_standard,2026-04-30,,active,14.99
sub_83ac47520095,mem_52d76856ad1e,plan_standard,2026-03-30,,active,14.99
sub_fc8d24696d2c,mem_f08db6dc3dec,plan_premium,2026-03-02,,active,24.99
sub_27aaaf38c1d9,mem_437ae59a8950,plan_standard,2026-01-04,,active,14.99
sub_bd8c9d1f64bf,mem_24891902636d,plan_premium,2026-02-26,,active,24.99
sub_da51d24a30b4,mem_60787428604e,plan_standard,2025-04-05,,active,14.99
sub_e75e78da763b,mem_9af846020bf8,plan_standard,2026-03-23,,active,14.99
sub_24be1e6a824a,mem_64c884cc0fe5,plan_standard,2025-01-07,,active,14.99
sub_03360edfc657,mem_7f22294e72eb,plan_standard,2026-01-19,,active,14.99
sub_8053383db4b7,mem_448559e257c0,plan_standard,2025-05-17,,active,14.99
sub_2317ae51ba9d,mem_86c301707a07,plan_standard,2025-12-27,,active,14.99
sub_2d945f64a105,mem_3583a46126e9,plan_standard,2025-07-22,,active,14.99
sub_1312eb228fef,mem_abee9f64a322,plan_premium,2026-06-19,,active,24.99
sub_883f217dec0a,mem_d77877a789aa,plan_standard,2025-01-06,,active,14.99
sub_db12ce88550e,mem_dcd85699dec8,plan_standard,2026-04-13,,active,14.99
sub_384291881439,mem_62bde25800b5,plan_standard,2026-06-12,,active,14.99
