order_id,member_id,order_type,order_date,amount,status
ord_5df90f7f32e4,mem_e628e62a2281,virtual_event_ticket,2026-04-30,14.95,completed
ord_4c672946a05f,mem_263c23913375,challenge_entry_fee,2026-06-02,9.5,completed
ord_722e60c48ba1,mem_263c23913375,coaching_session,2026-07-15,46.49,refunded
ord_9a1b98c8a250,mem_26205b1c9774,coaching_session,2026-07-01,48.0,completed
ord_909263e23e11,mem_3442ab64245b,challenge_entry_fee,2026-03-11,9.55,completed
ord_517be829d3fa,mem_3442ab64245b,challenge_entry_fee,2025-06-20,9.51,completed
ord_da516adf477d,mem_87e51769b991,coaching_session,2026-06-06,45.01,completed
ord_f36609c04618,mem_87e51769b991,challenge_entry_fee,2026-04-13,10.15,completed
ord_a6634a104abf,mem_ce88a0d90caa,challenge_entry_fee,2025-12-31,10.0,canceled
ord_48214f23fc36,mem_720aeb9200ad,virtual_event_ticket,2026-07-27,14.31,completed
ord_04eff4edf3be,mem_ff67b3905a61,coaching_session,2026-04-14,52.87,completed
ord_c8dd4f6cfe1b,mem_dcd85699dec8,coaching_session,2026-04-30,50.81,completed
ord_f3b441bcf582,mem_dcd85699dec8,coaching_session,2026-05-05,50.45,completed
ord_c1bf6ee8df94,mem_9804defe3647,fitness_assessment,2025-08-13,32.3,completed
ord_1861d16b5937,mem_9804defe3647,fitness_assessment,2026-01-01,27.89,completed
ord_2a6a16afd14d,mem_9804defe3647,coaching_session,2025-06-02,47.01,completed
ord_33235e9a2179,mem_37b3daa0d577,challenge_entry_fee,2026-07-07,9.89,completed
ord_08055e4967cb,mem_81636be0f155,fitness_assessment,2025-11-23,28.51,completed
