workout_id,member_id,activity_date,steps,distance_km,very_active_minutes,moderately_active_minutes,light_active_minutes,sedentary_minutes,calories_burned,source
wkt_0006672,mem_9b84e56449c2,2026-07-12,12171,12.59,32,19,278,692,2406,synthetic
wkt_0006673,mem_9b84e56449c2,2026-07-13,2271,2.29,65,22,52,1395,3026,synthetic
wkt_0006674,mem_9b84e56449c2,2026-07-14,3318,3.66,0,0,215,1175,1543,synthetic
wkt_0006675,mem_9b84e56449c2,2026-07-15,7119,8.62,6,7,197,1239,2326,synthetic
wkt_0006676,mem_9b84e56449c2,2026-07-16,11208,10.93,29,12,216,1259,1700,synthetic
wkt_0006677,mem_9b84e56449c2,2026-07-17,7578,8.06,0,8,447,1035,2058,synthetic
wkt_0006678,mem_9b84e56449c2,2026-07-18,1080,1.27,0,0,88,814,2001,synthetic
wkt_0006679,mem_9b84e56449c2,2026-07-19,5044,6.09,0,0,297,1226,1734,synthetic
wkt_0006680,mem_9b84e56449c2,2026-07-20,3094,3.73,0,0,106,785,2948,synthetic
wkt_0006681,mem_9b84e56449c2,2026-07-21,5140,6.04,0,0,243,1306,1867,synthetic
wkt_0006682,mem_9b84e56449c2,2026-07-22,12175,11.59,31,13,256,1077,1774,synthetic
wkt_0006683,mem_9b84e56449c2,2026-07-23,0,0.0,0,0,0,1393,2246,synthetic
wkt_0006684,mem_9b84e56449c2,2026-07-24,5403,6.05,0,0,216,1313,2115,synthetic
wkt_0006685,mem_9b84e56449c2,2026-07-25,6014,6.47,0,0,239,1227,2369,synthetic
wkt_0006686,mem_9b84e56449c2,2026-07-26,8347,10.33,70,3,211,779,3257,synthetic
wkt_0006687,mem_9b84e56449c2,2026-07-27,4992,4.29,6,5,123,1215,1653,synthetic
wkt_0006688,mem_9b84e56449c2,2026-07-28,7074,9.86,5,17,279,1269,2206,synthetic
wkt_0006689,mem_9b84e56449c2,2026-07-29,11958,13.52,0,0,427,1125,2779,synthetic
wkt_0006690,mem_9b84e56449c2,2026-07-30,1816,1.74,0,0,115,514,1516,synthetic
wkt_0006691,mem_9b84e56449c2,2026-07-31,10871,13.8,6,102,184,914,1471,synthetic
wkt_0006692,mem_9b84e56449c2,2026-08-01,5849,7.62,0,0,322,1068,1800,synthetic
wkt_0006693,mem_9b84e56449c2,2026-08-02,0,0.0,0,0,0,1341,1680,synthetic
wkt_0006694,mem_9b84e56449c2,2026-08-03,0,0.0,0,0,0,1438,1787,synthetic
wkt_0006695,mem_9b84e56449c2,2026-08-04,6621,7.55,0,6,336,959,2138,synthetic
wkt_0006696,mem_9b84e56449c2,2026-08-05,11895,12.74,29,14,208,1071,1918,synthetic
wkt_0006697,mem_1130f4306b95,2026-06-07,10890,14.52,31,27,277,705,1811,synthetic
wkt_0006698,mem_1130f4306b95,2026-06-08,5348,6.87,0,0,193,1254,3253,synthetic
wkt_0006699,mem_1130f4306b95,2026-06-09,9018,11.95,20,8,246,998,2727,synthetic
wkt_0006700,mem_1130f4306b95,2026-06-10,4827,4.15,0,0,194,1242,1855,synthetic
wkt_0006701,mem_1130f4306b95,2026-06-11,0,0.0,0,0,0,1579,1937,synthetic
wkt_0006702,mem_1130f4306b95,2026-06-12,11585,15.18,39,19,280,713,3573,synthetic
wkt_0006703,mem_1130f4306b95,2026-06-13,11624,14.07,27,73,140,567,1511,synthetic
wkt_0006704,mem_1130f4306b95,2026-06-14,7240,7.62,10,22,271,697,2902,synthetic
wkt_0006705,mem_1130f4306b95,2026-06-15,5776,5.48,0,0,185,1157,1404,synthetic
wkt_0006706,mem_1130f4306b95,2026-06-16,5030,5.8,27,3,117,881,2367,synthetic
wkt_0006707,mem_1130f4306b95,2026-06-17,5818,7.16,19,10,138,639,2773,synthetic
wkt_0006708,mem_1130f4306b95,2026-06-18,9073,11.18,37,24,260,529,2592,synthetic
wkt_0006709,mem_1130f4306b95,2026-06-19,10241,11.51,26,26,231,1127,2672,synthetic
wkt_0006710,mem_1130f4306b95,2026-06-20,1678,2.18,0,0,105,1283,1271,synthetic
wkt_0006711,mem_1130f4306b95,2026-06-21,4547,4.65,0,0,155,1442,1957,synthetic
wkt_0006712,mem_1130f4306b95,2026-06-22,0,0.0,0,0,0,1302,1704,synthetic
wkt_0006713,mem_1130f4306b95,2026-06-23,12742,13.72,45,30,187,697,1984,synthetic
wkt_0006714,mem_1130f4306b95,2026-06-24,3156,3.03,0,0,127,1362,2726,synthetic
wkt_0006715,mem_1130f4306b95,2026-06-25,11523,9.73,4,43,317,510,2527,synthetic
wkt_0006716,mem_1130f4306b95,2026-06-26,5259,6.3,22,8,206,1004,2031,synthetic
wkt_0006717,mem_1130f4306b95,2026-06-27,7929,10.1,0,0,0,1298,2668,synthetic
wkt_0006718,mem_1130f4306b95,2026-06-28,11187,10.79,0,0,418,426,1941,synthetic
wkt_0006719,mem_1130f4306b95,2026-06-29,8224,12.21,49,6,218,759,4181,synthetic
wkt_0006720,mem_1130f4306b95,2026-06-30,15086,24.38,93,9,190,1313,2803,synthetic
wkt_0006721,mem_1130f4306b95,2026-07-01,11223,10.94,0,6,303,1102,2433,synthetic
wkt_0006722,mem_1130f4306b95,2026-07-02,3208,4.09,0,0,211,1245,1671,synthetic
wkt_0006723,mem_1130f4306b95,2026-07-03,5184,5.26,0,0,220,1169,1907,synthetic
wkt_0006724,mem_1130f4306b95,2026-07-04,6197,9.88,10,7,203,850,2999,synthetic
wkt_0006725,mem_1130f4306b95,2026-07-05,9381,13.09,11,34,214,1007,2636,synthetic
wkt_0006726,mem_1130f4306b95,2026-07-06,9731,9.63,16,12,283,694,2324,synthetic
wkt_0006727,mem_1130f4306b95,2026-07-07,8912,10.2,2,19,356,922,1942,synthetic
wkt_0006728,mem_1130f4306b95,2026-07-08,8312,8.95,5,51,105,1276,2042,synthetic
wkt_0006729,mem_1130f4306b95,2026-07-09,8482,10.35,0,0,426,1139,1992,synthetic
wkt_0006730,mem_1130f4306b95,2026-07-10,174,0.23,0,0,9,1583,2058,synthetic
wkt_0006731,mem_1130f4306b95,2026-07-11,409,0.38,0,0,29,1013,1928,synthetic
wkt_0006732,mem_1130f4306b95,2026-07-12,5219,6.05,1,10,253,1209,1722,synthetic
wkt_0006733,mem_1130f4306b95,2026-07-13,1232,1.25,0,0,80,805,2045,synthetic
wkt_0006734,mem_1130f4306b95,2026-07-14,8322,10.35,0,0,435,561,2665,synthetic
wkt_0006735,mem_1130f4306b95,2026-07-15,2835,3.46,1,1,124,927,1308,synthetic
wkt_0006736,mem_1130f4306b95,2026-07-16,1826,2.51,0,0,87,610,2465,synthetic
wkt_0006737,mem_1130f4306b95,2026-07-17,2843,3.75,0,0,195,722,2266,synthetic
wkt_0006738,mem_1130f4306b95,2026-07-18,9738,11.17,15,11,250,1207,2920,synthetic
wkt_0006739,mem_1130f4306b95,2026-07-19,0,0.0,0,0,0,1549,0,synthetic
wkt_0006740,mem_1130f4306b95,2026-07-20,2588,3.8,0,0,134,595,2730,synthetic
wkt_0006741,mem_1130f4306b95,2026-07-21,6442,7.04,0,0,274,771,1559,synthetic
wkt_0006742,mem_1130f4306b95,2026-07-22,11061,14.24,32,4,214,869,3266,synthetic
wkt_0006743,mem_1130f4306b95,2026-07-23,14607,13.42,77,15,228,1029,2489,synthetic
wkt_0006744,mem_1130f4306b95,2026-07-24,5664,7.06,0,0,291,1249,2221,synthetic
wkt_0006745,mem_1130f4306b95,2026-07-25,9691,10.56,4,14,285,648,4006,synthetic
wkt_0006746,mem_1130f4306b95,2026-07-26,8135,8.82,0,0,340,961,1866,synthetic
wkt_0006747,mem_1130f4306b95,2026-07-27,6598,7.93,17,2,285,967,2094,synthetic
wkt_0006748,mem_1130f4306b95,2026-07-28,4908,5.19,84,12,47,1153,1959,synthetic
wkt_0006749,mem_1130f4306b95,2026-07-29,23971,31.92,121,59,223,571,4308,synthetic
wkt_0006750,mem_1130f4306b95,2026-07-30,15071,18.25,32,86,148,593,1834,synthetic
wkt_0006751,mem_1130f4306b95,2026-07-31,11992,16.51,9,124,188,1065,3453,synthetic
wkt_0006752,mem_1130f4306b95,2026-08-01,0,0.0,0,0,0,1649,1902,synthetic
wkt_0006753,mem_1130f4306b95,2026-08-02,0,0.0,0,0,0,1351,1648,synthetic
wkt_0006754,mem_1130f4306b95,2026-08-03,0,0.0,0,0,0,1269,1903,synthetic
wkt_0006755,mem_1130f4306b95,2026-08-04,0,0.0,0,0,0,1581,0,synthetic
wkt_0006756,mem_1130f4306b95,2026-08-05,9234,11.67,3,57,248,1302,2803,synthetic
wkt_0006757,mem_df30bbd82f3f,2026-06-07,1039,1.2,0,0,51,1547,1119,synthetic
wkt_0006758,mem_df30bbd82f3f,2026-06-08,4712,4.98,0,0,229,1021,1802,synthetic
wkt_0006759,mem_df30bbd82f3f,2026-06-09,12045,13.12,25,13,310,703,1696,synthetic
wkt_0006760,mem_df30bbd82f3f,2026-06-10,8000,10.69,90,15,130,669,3852,synthetic
wkt_0006761,mem_df30bbd82f3f,2026-06-11,9957,12.95,11,16,272,575,3089,synthetic
wkt_0006762,mem_df30bbd82f3f,2026-06-12,4157,4.71,6,11,77,1187,2764,synthetic
wkt_0006763,mem_df30bbd82f3f,2026-06-13,7516,10.69,96,15,122,800,2965,synthetic
wkt_0006764,mem_df30bbd82f3f,2026-06-14,5197,5.87,0,0,183,1436,1627,synthetic
wkt_0006765,mem_df30bbd82f3f,2026-06-15,10741,9.61,0,0,360,584,1908,synthetic
wkt_0006766,mem_df30bbd82f3f,2026-06-16,6479,6.77,0,0,404,466,1806,synthetic
wkt_0006767,mem_df30bbd82f3f,2026-06-17,9509,9.4,18,10,231,719,2206,synthetic
wkt_0006768,mem_df30bbd82f3f,2026-06-18,9667,13.1,26,17,260,943,2821,synthetic
wkt_0006769,mem_df30bbd82f3f,2026-06-19,6366,5.84,0,0,355,809,2951,synthetic
wkt_0006770,mem_df30bbd82f3f,2026-06-20,0,0.0,0,0,0,1585,2195,synthetic
wkt_0006771,mem_df30bbd82f3f,2026-06-21,16364,15.51,8,13,549,546,2561,synthetic
wkt_0006772,mem_df30bbd82f3f,2026-06-22,12708,15.38,19,37,322,734,2242,synthetic
wkt_0006773,mem_df30bbd82f3f,2026-06-23,6972,7.57,32,2,208,709,2526,synthetic
wkt_0006774,mem_df30bbd82f3f,2026-06-24,5382,8.03,0,0,263,1146,2537,synthetic
wkt_0006775,mem_df30bbd82f3f,2026-06-25,20282,18.35,8,77,410,872,4075,synthetic
wkt_0006776,mem_df30bbd82f3f,2026-06-26,4081,5.17,0,0,197,1285,2355,synthetic
wkt_0006777,mem_df30bbd82f3f,2026-06-27,7504,9.97,3,3,262,630,3350,synthetic
wkt_0006778,mem_df30bbd82f3f,2026-06-28,4852,4.97,11,37,83,1207,2678,synthetic
wkt_0006779,mem_df30bbd82f3f,2026-06-29,1125,1.08,0,0,54,1023,2145,synthetic
wkt_0006780,mem_df30bbd82f3f,2026-06-30,11612,12.42,1,29,296,577,3055,synthetic
wkt_0006781,mem_df30bbd82f3f,2026-07-01,12670,13.19,47,5,325,1121,2885,synthetic
wkt_0006782,mem_df30bbd82f3f,2026-07-02,0,0.0,0,0,0,1225,1317,synthetic
wkt_0006783,mem_df30bbd82f3f,2026-07-03,1797,1.58,0,0,83,1518,1201,synthetic
wkt_0006784,mem_df30bbd82f3f,2026-07-04,4941,6.12,0,0,264,534,1912,synthetic
wkt_0006785,mem_df30bbd82f3f,2026-07-05,3430,4.16,0,0,226,780,2089,synthetic
wkt_0006786,mem_df30bbd82f3f,2026-07-06,15221,13.34,43,26,220,843,2019,synthetic
wkt_0006787,mem_df30bbd82f3f,2026-07-07,35112,46.76,178,67,176,1022,2315,synthetic
wkt_0006788,mem_df30bbd82f3f,2026-07-08,15356,16.49,6,18,442,790,2163,synthetic
wkt_0006789,mem_df30bbd82f3f,2026-07-09,11310,13.72,70,13,265,1136,2960,synthetic
wkt_0006790,mem_df30bbd82f3f,2026-07-10,12876,13.03,64,12,160,1216,2966,synthetic
wkt_0006791,mem_df30bbd82f3f,2026-07-11,9568,10.1,0,8,403,501,2548,synthetic
wkt_0006792,mem_df30bbd82f3f,2026-07-12,2485,2.63,0,10,153,1350,2396,synthetic
wkt_0006793,mem_df30bbd82f3f,2026-07-13,9706,15.42,38,4,190,1026,2995,synthetic
wkt_0006794,mem_df30bbd82f3f,2026-07-14,8515,7.62,0,0,440,1164,2187,synthetic
wkt_0006795,mem_df30bbd82f3f,2026-07-15,6231,8.94,58,13,131,764,3676,synthetic
wkt_0006796,mem_df30bbd82f3f,2026-07-16,0,0.0,0,0,0,1428,1844,synthetic
wkt_0006797,mem_df30bbd82f3f,2026-07-17,8559,8.25,24,7,198,1263,2099,synthetic
wkt_0006798,mem_df30bbd82f3f,2026-07-18,40,0.06,0,0,2,1420,1539,synthetic
wkt_0006799,mem_df30bbd82f3f,2026-07-19,1811,2.1,0,0,104,1186,1498,synthetic
wkt_0006800,mem_df30bbd82f3f,2026-07-20,0,0.0,0,0,0,1482,1904,synthetic
wkt_0006801,mem_df30bbd82f3f,2026-07-21,22740,28.8,130,36,174,1223,3468,synthetic
wkt_0006802,mem_df30bbd82f3f,2026-07-22,10974,15.21,19,39,215,580,2972,synthetic
wkt_0006803,mem_df30bbd82f3f,2026-07-23,5514,6.42,0,0,157,1336,2035,synthetic
wkt_0006804,mem_df30bbd82f3f,2026-07-24,8526,8.54,22,9,182,1146,2036,synthetic
wkt_0006805,mem_df30bbd82f3f,2026-07-25,4481,5.02,0,0,158,1425,1408,synthetic
wkt_0006806,mem_df30bbd82f3f,2026-07-26,9467,12.81,14,16,228,1178,2890,synthetic
wkt_0006807,mem_df30bbd82f3f,2026-07-27,3588,3.86,0,0,143,759,2312,synthetic
wkt_0006808,mem_df30bbd82f3f,2026-07-28,2464,2.73,0,0,199,1264,1517,synthetic
wkt_0006809,mem_df30bbd82f3f,2026-07-29,8674,10.72,3,80,191,1278,3296,synthetic
wkt_0006810,mem_df30bbd82f3f,2026-07-30,11474,11.77,15,9,371,1029,2074,synthetic
wkt_0006811,mem_df30bbd82f3f,2026-07-31,0,0.0,22,0,0,517,664,synthetic
wkt_0006812,mem_df30bbd82f3f,2026-08-01,17668,23.46,149,7,157,1292,3248,synthetic
wkt_0006813,mem_df30bbd82f3f,2026-08-02,3300,4.06,48,0,214,1340,1765,synthetic
wkt_0006814,mem_df30bbd82f3f,2026-08-03,7383,9.58,77,21,198,604,3364,synthetic
wkt_0006815,mem_df30bbd82f3f,2026-08-04,9969,10.8,111,18,130,713,3851,synthetic
wkt_0006816,mem_df30bbd82f3f,2026-08-05,9229,9.0,21,9,217,807,2155,synthetic
wkt_0006817,mem_5fbfc38d8c13,2026-06-07,5573,7.12,0,0,0,1472,2612,synthetic
wkt_0006818,mem_5fbfc38d8c13,2026-06-08,18740,16.45,96,35,264,1033,2644,synthetic
wkt_0006819,mem_5fbfc38d8c13,2026-06-09,13277,12.88,31,8,223,1225,2708,synthetic
wkt_0006820,mem_5fbfc38d8c13,2026-06-10,6092,7.51,16,8,278,1274,1646,synthetic
wkt_0006821,mem_5fbfc38d8c13,2026-06-11,17951,20.24,89,11,265,1176,2286,synthetic
wkt_0006822,mem_5fbfc38d8c13,2026-06-12,19579,18.26,56,41,375,528,2889,synthetic
wkt_0006823,mem_5fbfc38d8c13,2026-06-13,14015,13.19,18,61,223,761,1710,synthetic
wkt_0006824,mem_5fbfc38d8c13,2026-06-14,11910,15.57,25,13,309,603,3605,synthetic
wkt_0006825,mem_5fbfc38d8c13,2026-06-15,0,0.0,0,0,0,1619,1688,synthetic
wkt_0006826,mem_5fbfc38d8c13,2026-06-16,5769,6.06,0,0,275,702,1556,synthetic
wkt_0006827,mem_5fbfc38d8c13,2026-06-17,4428,6.01,29,9,138,863,2624,synthetic
wkt_0006828,mem_5fbfc38d8c13,2026-06-18,3730,4.94,0,0,0,1419,2303,synthetic
wkt_0006829,mem_5fbfc38d8c13,2026-06-19,6278,8.55,0,0,302,775,2587,synthetic
wkt_0006830,mem_5fbfc38d8c13,2026-06-20,8916,8.96,82,16,98,721,3557,synthetic
wkt_0006831,mem_5fbfc38d8c13,2026-06-21,5535,4.91,1,10,198,1199,1592,synthetic
wkt_0006832,mem_5fbfc38d8c13,2026-06-22,0,0.0,0,0,0,1337,0,synthetic
wkt_0006833,mem_5fbfc38d8c13,2026-06-23,16138,20.29,0,0,254,1310,1366,synthetic
wkt_0006834,mem_5fbfc38d8c13,2026-06-24,0,0.0,0,0,0,1367,1472,synthetic
wkt_0006835,mem_5fbfc38d8c13,2026-06-25,8131,8.81,65,21,207,684,3369,synthetic
wkt_0006836,mem_5fbfc38d8c13,2026-06-26,5191,6.47,0,0,235,740,3697,synthetic
wkt_0006837,mem_5fbfc38d8c13,2026-06-27,13464,19.55,8,15,562,490,2706,synthetic
wkt_0006838,mem_5fbfc38d8c13,2026-06-28,1586,1.72,2,7,75,906,1888,synthetic
wkt_0006839,mem_5fbfc38d8c13,2026-06-29,18779,22.36,12,18,271,545,5097,synthetic
wkt_0006840,mem_5fbfc38d8c13,2026-06-30,13311,16.69,19,37,308,643,2122,synthetic
wkt_0006841,mem_5fbfc38d8c13,2026-07-01,9391,8.8,4,13,227,604,1985,synthetic
wkt_0006842,mem_5fbfc38d8c13,2026-07-02,4292,4.84,3,16,147,788,3124,synthetic
wkt_0006843,mem_5fbfc38d8c13,2026-07-03,8497,10.3,30,33,221,749,1920,synthetic
wkt_0006844,mem_5fbfc38d8c13,2026-07-04,2959,3.43,0,0,107,1326,2461,synthetic
wkt_0006845,mem_5fbfc38d8c13,2026-07-05,4856,4.87,0,0,256,699,1959,synthetic
wkt_0006846,mem_5fbfc38d8c13,2026-07-06,14455,18.56,101,14,85,1159,3157,synthetic
wkt_0006847,mem_5fbfc38d8c13,2026-07-07,0,0.0,0,0,0,1554,1671,synthetic
wkt_0006848,mem_5fbfc38d8c13,2026-07-08,4949,5.0,0,0,207,639,1755,synthetic
wkt_0006849,mem_5fbfc38d8c13,2026-07-09,14403,15.96,56,13,381,939,2546,synthetic
wkt_0006850,mem_5fbfc38d8c13,2026-07-10,13495,13.1,198,46,148,674,4551,synthetic
wkt_0006851,mem_5fbfc38d8c13,2026-07-11,4734,4.05,1,5,252,641,2505,synthetic
wkt_0006852,mem_5fbfc38d8c13,2026-07-12,2059,2.4,0,0,103,1375,1453,synthetic
wkt_0006853,mem_5fbfc38d8c13,2026-07-13,8102,9.32,0,0,404,747,1919,synthetic
wkt_0006854,mem_5fbfc38d8c13,2026-07-14,24770,34.4,94,9,245,1081,4242,synthetic
wkt_0006855,mem_5fbfc38d8c13,2026-07-15,5888,9.14,4,37,142,1029,2835,synthetic
wkt_0006856,mem_5fbfc38d8c13,2026-07-16,9772,11.57,29,32,239,985,2513,synthetic
wkt_0006857,mem_5fbfc38d8c13,2026-07-17,3640,4.11,0,0,196,1045,2354,synthetic
wkt_0006858,mem_5fbfc38d8c13,2026-07-18,0,0.0,0,0,0,1441,1713,synthetic
wkt_0006859,mem_5fbfc38d8c13,2026-07-19,2068,1.81,0,0,93,1245,1249,synthetic
wkt_0006860,mem_5fbfc38d8c13,2026-07-20,7192,9.55,8,8,181,1167,2851,synthetic
wkt_0006861,mem_5fbfc38d8c13,2026-07-21,11474,11.18,31,12,315,1046,2673,synthetic
wkt_0006862,mem_5fbfc38d8c13,2026-07-22,0,0.0,0,0,0,1309,1662,synthetic
wkt_0006863,mem_5fbfc38d8c13,2026-07-23,5662,7.7,0,0,294,1019,1771,synthetic
wkt_0006864,mem_5fbfc38d8c13,2026-07-24,4846,6.14,0,0,157,1178,2573,synthetic
wkt_0006865,mem_5fbfc38d8c13,2026-07-25,9116,7.78,0,31,199,781,1835,synthetic
wkt_0006866,mem_5fbfc38d8c13,2026-07-26,5630,7.03,5,17,221,1328,1901,synthetic
wkt_0006867,mem_5fbfc38d8c13,2026-07-27,2198,2.64,0,0,151,1377,1349,synthetic
wkt_0006868,mem_5fbfc38d8c13,2026-07-28,6902,7.17,0,9,383,988,2187,synthetic
wkt_0006869,mem_5fbfc38d8c13,2026-07-29,7770,8.61,0,0,415,1210,1907,synthetic
wkt_0006870,mem_5fbfc38d8c13,2026-07-30,9107,12.36,125,37,123,587,3712,synthetic
wkt_0006871,mem_5fbfc38d8c13,2026-07-31,10330,13.29,49,5,317,1219,2805,synthetic
wkt_0006872,mem_5fbfc38d8c13,2026-08-01,8537,9.0,62,43,119,840,2801,synthetic
wkt_0006873,mem_5fbfc38d8c13,2026-08-02,3735,4.07,0,0,210,666,1344,synthetic
wkt_0006874,mem_5fbfc38d8c13,2026-08-03,4302,5.63,0,0,755,729,2595,synthetic
wkt_0006875,mem_5fbfc38d8c13,2026-08-04,10769,12.17,60,3,103,1423,2428,synthetic
wkt_0006876,mem_5fbfc38d8c13,2026-08-05,271,0.27,0,0,19,1116,1284,synthetic
wkt_0006877,mem_b3954b3eca7c,2026-06-07,2598,2.56,15,1,80,1404,2729,synthetic
wkt_0006878,mem_b3954b3eca7c,2026-06-08,16019,14.1,47,123,267,845,3871,synthetic
wkt_0006879,mem_b3954b3eca7c,2026-06-09,8972,11.99,12,49,234,633,1619,synthetic
wkt_0006880,mem_b3954b3eca7c,2026-06-10,12928,11.8,28,26,271,910,1933,synthetic
wkt_0006881,mem_b3954b3eca7c,2026-06-11,11755,14.61,0,84,222,807,1451,synthetic
wkt_0006882,mem_b3954b3eca7c,2026-06-12,6160,6.8,0,0,328,773,2612,synthetic
wkt_0006883,mem_b3954b3eca7c,2026-06-13,0,0.0,34,0,0,1458,2790,synthetic
wkt_0006884,mem_b3954b3eca7c,2026-06-14,10152,10.75,23,13,237,682,3372,synthetic
wkt_0006885,mem_b3954b3eca7c,2026-06-15,16472,16.35,59,32,226,773,1670,synthetic
wkt_0006886,mem_b3954b3eca7c,2026-06-16,18426,22.86,110,8,156,1042,2709,synthetic
wkt_0006887,mem_b3954b3eca7c,2026-06-17,25229,40.37,99,23,237,977,4387,synthetic
wkt_0006888,mem_b3954b3eca7c,2026-06-18,9206,10.64,2,19,303,1088,1705,synthetic
wkt_0006889,mem_b3954b3eca7c,2026-06-19,11418,12.75,46,16,247,1108,2160,synthetic
wkt_0006890,mem_b3954b3eca7c,2026-06-20,7550,7.69,0,0,363,766,2685,synthetic
wkt_0006891,mem_b3954b3eca7c,2026-06-21,23,0.02,0,0,6,615,628,synthetic
wkt_0006892,mem_b3954b3eca7c,2026-06-22,5384,6.77,0,0,330,550,1870,synthetic
wkt_0006893,mem_b3954b3eca7c,2026-06-23,6801,7.68,0,0,279,709,1557,synthetic
wkt_0006894,mem_b3954b3eca7c,2026-06-24,4768,7.24,0,0,148,1344,2079,synthetic
wkt_0006895,mem_b3954b3eca7c,2026-06-25,2297,1.91,0,0,122,903,2193,synthetic
wkt_0006896,mem_b3954b3eca7c,2026-06-26,20834,23.52,76,9,201,1155,3974,synthetic
wkt_0006897,mem_b3954b3eca7c,2026-06-27,11288,9.43,1,11,368,1058,2321,synthetic
wkt_0006898,mem_b3954b3eca7c,2026-06-28,14667,15.51,55,4,334,647,2262,synthetic
wkt_0006899,mem_b3954b3eca7c,2026-06-29,0,0.0,0,0,0,1431,1664,synthetic
wkt_0006900,mem_b3954b3eca7c,2026-06-30,6278,7.33,0,0,295,1137,2884,synthetic
wkt_0006901,mem_b3954b3eca7c,2026-07-01,4772,4.67,0,0,192,735,2056,synthetic
wkt_0006902,mem_b3954b3eca7c,2026-07-02,6356,6.85,0,0,0,1230,3192,synthetic
wkt_0006903,mem_b3954b3eca7c,2026-07-03,5401,5.21,0,0,221,1048,1571,synthetic
wkt_0006904,mem_b3954b3eca7c,2026-07-04,10297,11.33,14,41,382,605,3454,synthetic
wkt_0006905,mem_b3954b3eca7c,2026-07-05,7715,7.97,0,0,391,1115,1718,synthetic
wkt_0006906,mem_b3954b3eca7c,2026-07-06,11769,13.85,18,40,219,608,2869,synthetic
wkt_0006907,mem_b3954b3eca7c,2026-07-07,1936,2.13,0,0,95,1325,1310,synthetic
wkt_0006908,mem_b3954b3eca7c,2026-07-08,1264,1.5,0,0,35,1400,2096,synthetic
wkt_0006909,mem_b3954b3eca7c,2026-07-09,11955,17.08,72,15,197,1209,2723,synthetic
wkt_0006910,mem_b3954b3eca7c,2026-07-10,6255,5.34,0,0,237,909,2502,synthetic
wkt_0006911,mem_b3954b3eca7c,2026-07-11,12746,12.85,71,52,145,646,3146,synthetic
wkt_0006912,mem_b3954b3eca7c,2026-07-12,5426,4.46,0,0,270,1328,1855,synthetic
wkt_0006913,mem_b3954b3eca7c,2026-07-13,6800,9.53,1,8,267,1081,2629,synthetic
wkt_0006914,mem_b3954b3eca7c,2026-07-14,9862,10.53,8,44,227,657,1726,synthetic
wkt_0006915,mem_b3954b3eca7c,2026-07-15,0,0.0,0,0,0,227,268,synthetic
wkt_0006916,mem_b3954b3eca7c,2026-07-16,0,0.0,0,0,0,1539,0,synthetic
wkt_0006917,mem_b3954b3eca7c,2026-07-17,16102,16.11,57,30,312,624,2068,synthetic
wkt_0006918,mem_b3954b3eca7c,2026-07-18,9,0.02,0,0,1,1628,1889,synthetic
wkt_0006919,mem_b3954b3eca7c,2026-07-19,4085,4.62,0,0,231,662,2047,synthetic
wkt_0006920,mem_b3954b3eca7c,2026-07-20,2389,2.69,0,0,115,810,2199,synthetic
wkt_0006921,mem_b3954b3eca7c,2026-07-21,8464,9.01,3,12,294,601,2246,synthetic
wkt_0006922,mem_b3954b3eca7c,2026-07-22,2451,2.45,1,9,124,936,2190,synthetic
wkt_0006923,mem_b3954b3eca7c,2026-07-23,8012,8.2,0,0,317,966,1956,synthetic
wkt_0006924,mem_b3954b3eca7c,2026-07-24,2677,3.53,0,0,127,1220,2772,synthetic
wkt_0006925,mem_b3954b3eca7c,2026-07-25,10205,11.72,5,26,302,1177,2036,synthetic
wkt_0006926,mem_b3954b3eca7c,2026-07-26,8881,9.43,36,5,224,620,1653,synthetic
wkt_0006927,mem_b3954b3eca7c,2026-07-27,7191,7.85,2,7,268,667,2761,synthetic
wkt_0006928,mem_b3954b3eca7c,2026-07-28,7464,7.59,0,0,257,690,1613,synthetic
wkt_0006929,mem_b3954b3eca7c,2026-07-29,8462,11.13,4,16,252,746,2719,synthetic
wkt_0006930,mem_b3954b3eca7c,2026-07-30,10316,12.56,11,36,215,670,3021,synthetic
wkt_0006931,mem_b3954b3eca7c,2026-07-31,9045,10.36,84,14,111,750,2922,synthetic
wkt_0006932,mem_b3954b3eca7c,2026-08-01,17053,20.29,60,46,265,648,2194,synthetic
wkt_0006933,mem_b3954b3eca7c,2026-08-02,2590,2.25,0,0,112,946,2246,synthetic
wkt_0006934,mem_b3954b3eca7c,2026-08-03,0,0.0,0,0,0,1384,1858,synthetic
wkt_0006935,mem_b3954b3eca7c,2026-08-04,4493,5.71,13,3,240,1081,1706,synthetic
wkt_0006936,mem_b3954b3eca7c,2026-08-05,13704,14.61,32,27,254,830,2027,synthetic
wkt_0006937,mem_6b4e1750e7c2,2026-06-07,17142,29.2,68,7,187,1190,3505,synthetic
wkt_0006938,mem_6b4e1750e7c2,2026-06-08,6772,7.83,24,1,133,1263,2220,synthetic
wkt_0006939,mem_6b4e1750e7c2,2026-06-09,3733,3.87,0,0,100,1311,2183,synthetic
wkt_0006940,mem_6b4e1750e7c2,2026-06-10,7432,8.8,3,15,296,640,2347,synthetic
wkt_0006941,mem_6b4e1750e7c2,2026-06-11,5913,7.23,0,0,185,1256,2331,synthetic
wkt_0006942,mem_6b4e1750e7c2,2026-06-12,4408,4.32,0,0,228,624,2450,synthetic
wkt_0006943,mem_6b4e1750e7c2,2026-06-13,6530,7.77,31,11,98,1429,2688,synthetic
