offer_id,application_id,borrower_id,lender_id,offered_amount,apr,term_months,offer_date,status
off_7469cf7bd2dd,app_8fab14f3807e,brw_7f603e3ff711,lnd_abf7ad1fc508,13609.2,0.247,36,2026-09-13,declined
off_813c53310d6e,app_8fab14f3807e,brw_7f603e3ff711,lnd_40648b57da4a,13330.51,0.2261,60,2026-09-13,declined
off_b0ea8fcabb30,app_38f56b1170ed,brw_381b7753431b,lnd_abf7ad1fc508,10412.91,0.2897,48,2026-08-07,accepted
off_9538f657bcde,app_38f56b1170ed,brw_381b7753431b,lnd_40648b57da4a,8393.63,0.2964,48,2026-08-09,declined
off_1ae11298aad3,app_df91bf4901ee,brw_381b7753431b,lnd_abf7ad1fc508,14613.32,0.2844,24,2026-07-25,declined
off_f0d5a912270c,app_df91bf4901ee,brw_381b7753431b,lnd_40648b57da4a,13136.81,0.2936,60,2026-07-25,declined
off_5bfb63eb51ab,app_4fcbc4c32aa1,brw_381b7753431b,lnd_abf7ad1fc508,14237.99,0.3146,60,2026-06-18,accepted
off_64e3d6bbe56b,app_9f8d03bc58d7,brw_744665d749a0,lnd_ebd3fcc47db6,11450.33,0.0665,60,2026-07-20,declined
off_cf08f343b038,app_9f8d03bc58d7,brw_744665d749a0,lnd_035d3bde8267,11561.94,0.0848,12,2026-07-19,declined
off_0a595f9f0f0b,app_9f8d03bc58d7,brw_744665d749a0,lnd_eb741dcfd1a0,11861.09,0.1282,36,2026-07-19,declined
off_281cead28e64,app_9f8d03bc58d7,brw_744665d749a0,lnd_54a37531f7e5,10817.88,0.1299,36,2026-07-18,declined
off_15c85dd7454f,app_9f8d03bc58d7,brw_744665d749a0,lnd_5201a46cec3a,14016.47,0.1254,36,2026-07-18,accepted
off_ca20e8e41153,app_9f8d03bc58d7,brw_744665d749a0,lnd_68d1bb39a009,11388.45,0.193,36,2026-07-19,declined
off_d2362f2ba550,app_9f8d03bc58d7,brw_744665d749a0,lnd_abf7ad1fc508,11558.13,0.285,12,2026-07-18,declined
off_9b5c7462c73f,app_9f8d03bc58d7,brw_744665d749a0,lnd_40648b57da4a,12283.38,0.2738,36,2026-07-18,declined
off_3bbee4ac2fae,app_cf7a26bdee3a,brw_ca556168c35c,lnd_68d1bb39a009,32312.37,0.1603,60,2026-06-03,declined
off_4eda1ba3a0e8,app_cf7a26bdee3a,brw_ca556168c35c,lnd_2e2adcc3d662,30824.7,0.182,24,2026-06-02,declined
off_88a6c652c94e,app_cf7a26bdee3a,brw_ca556168c35c,lnd_f0806e150f18,33350.43,0.1825,48,2026-06-03,declined
off_eb77eb8e959c,app_cf7a26bdee3a,brw_ca556168c35c,lnd_abf7ad1fc508,30352.6,0.2719,36,2026-06-01,declined
off_877454f338a4,app_cf7a26bdee3a,brw_ca556168c35c,lnd_40648b57da4a,28484.93,0.3476,24,2026-06-02,declined
off_d68bc8e3bb2d,app_de3d02963624,brw_05630a35dab6,lnd_2e2adcc3d662,9955.0,0.155,36,2026-03-16,accepted
off_0dd34488f66c,app_de3d02963624,brw_05630a35dab6,lnd_f0806e150f18,12285.32,0.1711,24,2026-03-17,declined
off_ee1fbb2eff8a,app_de3d02963624,brw_05630a35dab6,lnd_abf7ad1fc508,12341.05,0.263,48,2026-03-16,declined
off_06b00072586e,app_b8a90a07b6c6,brw_05630a35dab6,lnd_68d1bb39a009,26644.06,0.2072,36,2026-08-04,accepted
off_df0f23e741f9,app_b8a90a07b6c6,brw_05630a35dab6,lnd_f0806e150f18,25229.84,0.1343,12,2026-08-06,declined
off_d5c38da40acc,app_b8a90a07b6c6,brw_05630a35dab6,lnd_abf7ad1fc508,30691.82,0.3469,48,2026-08-07,declined
off_524504834af0,app_c448a30c4207,brw_05630a35dab6,lnd_68d1bb39a009,28574.82,0.2038,48,2026-05-29,accepted
off_21435c503e0d,app_c448a30c4207,brw_05630a35dab6,lnd_2e2adcc3d662,26037.36,0.1712,48,2026-05-30,declined
off_c735165d1100,app_c448a30c4207,brw_05630a35dab6,lnd_abf7ad1fc508,27667.11,0.2713,36,2026-05-28,declined
off_161b89f16c09,app_98d15f438de2,brw_a3b8abb01228,lnd_abf7ad1fc508,1433.06,0.3109,36,2026-01-06,declined
off_367d5bd99ddc,app_98d15f438de2,brw_a3b8abb01228,lnd_40648b57da4a,1568.97,0.2759,24,2026-01-09,declined
off_fb4d4e286da7,app_a72b45237af0,brw_5635db6b338f,lnd_abf7ad1fc508,30025.17,0.3218,48,2026-06-29,declined
off_9443cc907b2c,app_a72b45237af0,brw_5635db6b338f,lnd_40648b57da4a,28455.43,0.2196,36,2026-06-29,accepted
off_fc6ef9a89570,app_31b387458151,brw_56a107e9e9c8,lnd_68d1bb39a009,11809.09,0.2003,48,2025-06-07,accepted
off_54f8ef7aa294,app_31b387458151,brw_56a107e9e9c8,lnd_abf7ad1fc508,13335.99,0.2939,36,2025-06-05,declined
off_e7a4aa343f6e,app_31b387458151,brw_56a107e9e9c8,lnd_40648b57da4a,10229.77,0.3507,48,2025-06-05,declined
off_6f502d32dc09,app_228f7f8e4b2e,brw_099f64786c57,lnd_68d1bb39a009,7025.47,0.1839,36,2026-05-22,declined
off_889dc9a3d33c,app_228f7f8e4b2e,brw_099f64786c57,lnd_2e2adcc3d662,8574.85,0.1421,24,2026-05-22,declined
off_4d673cfb65d5,app_228f7f8e4b2e,brw_099f64786c57,lnd_f0806e150f18,6955.1,0.1492,36,2026-05-23,declined
off_618e36a45270,app_228f7f8e4b2e,brw_099f64786c57,lnd_abf7ad1fc508,8499.34,0.2938,36,2026-05-22,declined
off_b0fd867d22e3,app_228f7f8e4b2e,brw_099f64786c57,lnd_40648b57da4a,7189.72,0.2221,36,2026-05-20,declined
off_e1ab35712d7b,app_bc15c9024ee0,brw_47fb9aaefa76,lnd_abf7ad1fc508,9747.63,0.2654,12,2026-02-26,declined
off_89c7ae6832d6,app_bc15c9024ee0,brw_47fb9aaefa76,lnd_40648b57da4a,10774.15,0.3558,12,2026-02-23,declined
off_81c23f6745e2,app_007283294c41,brw_adf5bafb49cb,lnd_abf7ad1fc508,3722.63,0.3303,36,2025-12-07,accepted
off_398a8053366b,app_9a5913fd8dd6,brw_adf5bafb49cb,lnd_68d1bb39a009,9214.65,0.192,24,2026-04-25,accepted
off_d1ed173159d7,app_9a5913fd8dd6,brw_adf5bafb49cb,lnd_2e2adcc3d662,10089.33,0.2219,48,2026-04-22,declined
off_822e2f0888ef,app_9a5913fd8dd6,brw_adf5bafb49cb,lnd_f0806e150f18,9035.25,0.1904,48,2026-04-25,declined
off_ec16bae0c70b,app_9a5913fd8dd6,brw_adf5bafb49cb,lnd_abf7ad1fc508,10074.63,0.3556,36,2026-04-25,declined
off_db05f954f541,app_9a5913fd8dd6,brw_adf5bafb49cb,lnd_40648b57da4a,10366.14,0.2344,36,2026-04-22,declined
off_b00367cc0e30,app_d34e33c57bdb,brw_f5a578c1849e,lnd_eb741dcfd1a0,20402.03,0.1085,48,2026-07-20,declined
off_cc5b9a85318e,app_d34e33c57bdb,brw_f5a578c1849e,lnd_54a37531f7e5,19640.1,0.1216,48,2026-07-23,declined
off_537b6b0ac583,app_d34e33c57bdb,brw_f5a578c1849e,lnd_5201a46cec3a,22231.77,0.135,12,2026-07-20,declined
off_aac8e34223b0,app_d34e33c57bdb,brw_f5a578c1849e,lnd_68d1bb39a009,18905.64,0.1973,36,2026-07-22,declined
off_1e2069a8282f,app_d34e33c57bdb,brw_f5a578c1849e,lnd_2e2adcc3d662,21027.1,0.1821,24,2026-07-22,declined
off_97f417a4aa53,app_d34e33c57bdb,brw_f5a578c1849e,lnd_f0806e150f18,21680.08,0.1574,48,2026-07-22,declined
off_6ad9356c17de,app_d34e33c57bdb,brw_f5a578c1849e,lnd_40648b57da4a,24126.21,0.259,36,2026-07-23,accepted
off_c7fe82549d8b,app_974a9895297d,brw_426a6a523abe,lnd_68d1bb39a009,8250.09,0.2186,60,2026-06-16,declined
off_51824a8ce39b,app_974a9895297d,brw_426a6a523abe,lnd_2e2adcc3d662,8217.66,0.1776,36,2026-06-17,declined
off_d91f2cc2f964,app_974a9895297d,brw_426a6a523abe,lnd_f0806e150f18,7966.0,0.1798,48,2026-06-17,declined
off_db7db36f5c4b,app_974a9895297d,brw_426a6a523abe,lnd_abf7ad1fc508,7699.85,0.294,24,2026-06-17,declined
off_ee997dbfc188,app_974a9895297d,brw_426a6a523abe,lnd_40648b57da4a,7250.58,0.3469,24,2026-06-18,declined
off_75a793862bda,app_e9591e279bc1,brw_cbef3d53707c,lnd_68d1bb39a009,5511.22,0.1388,36,2025-08-26,declined
off_4b9fb14ff7a0,app_e9591e279bc1,brw_cbef3d53707c,lnd_2e2adcc3d662,5123.7,0.1973,36,2025-08-28,declined
off_b42a4d95473b,app_e9591e279bc1,brw_cbef3d53707c,lnd_f0806e150f18,5392.32,0.1859,60,2025-08-25,accepted
off_b7798bc39f87,app_e9591e279bc1,brw_cbef3d53707c,lnd_abf7ad1fc508,4777.65,0.3069,48,2025-08-26,declined
off_584c64f68c26,app_1002cee832e2,brw_ad8d216c17b5,lnd_eb741dcfd1a0,4819.57,0.1462,60,2026-02-28,declined
off_983525d71e4a,app_1002cee832e2,brw_ad8d216c17b5,lnd_54a37531f7e5,4661.92,0.0809,36,2026-03-01,declined
off_f5a654f7cce4,app_1002cee832e2,brw_ad8d216c17b5,lnd_5201a46cec3a,5982.62,0.1508,60,2026-03-02,declined
off_7d61140bdfad,app_1002cee832e2,brw_ad8d216c17b5,lnd_68d1bb39a009,5716.98,0.2054,60,2026-02-27,declined
off_56c52a7ecd84,app_1002cee832e2,brw_ad8d216c17b5,lnd_f0806e150f18,4579.2,0.1229,48,2026-02-27,declined
off_79872cf825f8,app_f5084f71eb29,brw_4cfdacf918ac,lnd_eb741dcfd1a0,16176.66,0.1395,12,2026-08-18,accepted
off_d281c2eabf46,app_f5084f71eb29,brw_4cfdacf918ac,lnd_2e2adcc3d662,17413.1,0.186,36,2026-08-21,declined
off_1a970198f54c,app_f5084f71eb29,brw_4cfdacf918ac,lnd_f0806e150f18,14687.73,0.1962,48,2026-08-18,declined
off_b93d41aaa616,app_f5084f71eb29,brw_4cfdacf918ac,lnd_abf7ad1fc508,17436.97,0.2709,48,2026-08-18,declined
off_f9f41d7c6d60,app_f5084f71eb29,brw_4cfdacf918ac,lnd_40648b57da4a,17764.01,0.2326,12,2026-08-19,declined
off_4b047757d650,app_02da0283938e,brw_d25685298fa0,lnd_eb741dcfd1a0,25031.11,0.1237,36,2026-07-17,declined
off_b30304551e43,app_02da0283938e,brw_d25685298fa0,lnd_5201a46cec3a,20707.17,0.1566,36,2026-07-16,declined
off_1cfcd0d36321,app_02da0283938e,brw_d25685298fa0,lnd_2e2adcc3d662,24184.31,0.1674,48,2026-07-15,declined
off_ad821f0b522c,app_02da0283938e,brw_d25685298fa0,lnd_f0806e150f18,25314.65,0.1826,24,2026-07-15,declined
off_9ed8dfcc6020,app_02da0283938e,brw_d25685298fa0,lnd_abf7ad1fc508,22192.29,0.2517,60,2026-07-17,accepted
off_9dc0d329ee12,app_02da0283938e,brw_d25685298fa0,lnd_40648b57da4a,24290.83,0.2405,48,2026-07-15,declined
off_88853a128a88,app_f3867db43062,brw_d25685298fa0,lnd_eb741dcfd1a0,8809.98,0.1196,36,2026-09-09,declined
off_1d992c0f9748,app_f3867db43062,brw_d25685298fa0,lnd_54a37531f7e5,8952.45,0.1321,36,2026-09-11,declined
off_896792f9a111,app_f3867db43062,brw_d25685298fa0,lnd_5201a46cec3a,7477.25,0.1613,36,2026-09-11,declined
off_c4fbd726e205,app_f3867db43062,brw_d25685298fa0,lnd_68d1bb39a009,7793.29,0.1848,48,2026-09-09,declined
off_dbffce717994,app_f3867db43062,brw_d25685298fa0,lnd_2e2adcc3d662,8273.46,0.1813,60,2026-09-09,declined
off_81c9b9b45a86,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_ebd3fcc47db6,17077.01,0.0793,24,2026-05-03,declined
off_42e2fcdac1c8,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_54a37531f7e5,17152.73,0.0824,36,2026-05-03,declined
off_64696bbff75e,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_5201a46cec3a,16440.5,0.1078,60,2026-05-05,declined
off_1e70bdee28ad,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_2e2adcc3d662,13891.14,0.2281,24,2026-05-06,declined
off_7dc7746a118b,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_f0806e150f18,16177.55,0.2026,60,2026-05-04,declined
off_959ad6b5cb8b,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_abf7ad1fc508,13411.72,0.2516,36,2026-05-05,declined
off_e3cc03e44bb5,app_1df9a0e32d87,brw_9fd7d62083b0,lnd_40648b57da4a,13565.56,0.3401,12,2026-05-06,declined
off_49ef0ca7944b,app_0f9b83cfd122,brw_0cb9bb659652,lnd_68d1bb39a009,7123.31,0.157,12,2026-07-27,declined
off_9c7b0e7b1529,app_0f9b83cfd122,brw_0cb9bb659652,lnd_2e2adcc3d662,7351.52,0.1798,36,2026-07-26,declined
off_8cd386520634,app_0f9b83cfd122,brw_0cb9bb659652,lnd_f0806e150f18,7862.11,0.1427,36,2026-07-29,accepted
off_d66101e5369b,app_0f9b83cfd122,brw_0cb9bb659652,lnd_abf7ad1fc508,6617.6,0.2872,24,2026-07-27,declined
off_c8806b8979bb,app_0f9b83cfd122,brw_0cb9bb659652,lnd_40648b57da4a,7627.73,0.2388,24,2026-07-28,declined
off_aa3a87983ac7,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_035d3bde8267,4619.58,0.0992,48,2026-01-05,declined
off_6a9127c79366,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_eb741dcfd1a0,4843.31,0.1309,48,2026-01-07,declined
off_517a8353fe21,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_54a37531f7e5,5418.12,0.092,36,2026-01-04,declined
off_d55c690e7882,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_5201a46cec3a,4515.84,0.116,36,2026-01-07,declined
off_8db095be3fa6,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_68d1bb39a009,4817.79,0.1473,36,2026-01-05,declined
off_a06ec395d414,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_2e2adcc3d662,5209.31,0.1541,60,2026-01-05,declined
off_eaa4ef65f808,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_abf7ad1fc508,5441.23,0.2574,60,2026-01-07,declined
off_20dd18c01f4d,app_0b7cec6968d1,brw_0ea0db61e9f7,lnd_40648b57da4a,4882.08,0.248,48,2026-01-06,declined
off_e3c840d6b7ac,app_3a19f07c8b30,brw_5c170e297105,lnd_68d1bb39a009,5297.68,0.1668,36,2026-06-01,declined
off_076a68845568,app_3a19f07c8b30,brw_5c170e297105,lnd_2e2adcc3d662,6455.96,0.1418,48,2026-06-01,accepted
off_1773279bae03,app_3a19f07c8b30,brw_5c170e297105,lnd_f0806e150f18,5687.42,0.1536,36,2026-05-31,declined
off_9f4bf7a21d68,app_3a19f07c8b30,brw_5c170e297105,lnd_40648b57da4a,6505.48,0.2978,36,2026-05-30,declined
off_dac9f219c0ec,app_0995a09eb640,brw_496e206fc593,lnd_68d1bb39a009,10578.84,0.2188,36,2026-07-11,declined
off_0d9261ebb32f,app_0995a09eb640,brw_496e206fc593,lnd_2e2adcc3d662,11774.1,0.1648,36,2026-07-08,declined
off_3de77316b078,app_0995a09eb640,brw_496e206fc593,lnd_abf7ad1fc508,12513.79,0.2303,60,2026-07-09,declined
off_041a2ff7a54c,app_6fbe4de09a90,brw_7cbaa70a48f9,lnd_abf7ad1fc508,9701.42,0.296,48,2026-08-04,declined
off_8cd0c08709c2,app_6fbe4de09a90,brw_7cbaa70a48f9,lnd_40648b57da4a,10696.15,0.2215,48,2026-08-05,declined
off_a7e862c1a37f,app_71ffc76765fb,brw_686ae88db47c,lnd_68d1bb39a009,16187.49,0.2174,24,2026-04-05,accepted
off_7fddff4e62b6,app_71ffc76765fb,brw_686ae88db47c,lnd_2e2adcc3d662,15907.86,0.1978,36,2026-04-03,declined
off_0eaf8ae1305d,app_7248e08e821b,brw_70968f2cee91,lnd_2e2adcc3d662,16748.03,0.17,12,2026-01-23,declined
off_725e773ff336,app_7248e08e821b,brw_70968f2cee91,lnd_f0806e150f18,20073.84,0.1903,36,2026-01-20,accepted
off_6fa257e623a2,app_1825d8e57e2c,brw_376ec097f70c,lnd_ebd3fcc47db6,4693.8,0.0619,36,2026-09-16,declined
off_b6f3413cf9fc,app_1825d8e57e2c,brw_376ec097f70c,lnd_035d3bde8267,4985.09,0.0831,24,2026-09-18,declined
off_96ddd32558e0,app_1825d8e57e2c,brw_376ec097f70c,lnd_eb741dcfd1a0,3923.89,0.1027,36,2026-09-18,declined
off_beda25600f8c,app_1825d8e57e2c,brw_376ec097f70c,lnd_54a37531f7e5,4613.26,0.1258,36,2026-09-16,declined
off_19d9e70626b9,app_1825d8e57e2c,brw_376ec097f70c,lnd_5201a46cec3a,4839.45,0.1352,36,2026-09-16,declined
off_c842feacd890,app_1825d8e57e2c,brw_376ec097f70c,lnd_f0806e150f18,4152.18,0.1363,12,2026-09-16,declined
off_5a24413b6393,app_1825d8e57e2c,brw_376ec097f70c,lnd_abf7ad1fc508,4851.08,0.2951,60,2026-09-15,declined
off_fb05e4886651,app_1825d8e57e2c,brw_376ec097f70c,lnd_40648b57da4a,5032.71,0.3043,24,2026-09-17,accepted
off_1b7099c96545,app_8b88bb9e739a,brw_376ec097f70c,lnd_eb741dcfd1a0,2118.96,0.1419,60,2026-05-21,declined
off_75c1d76bf3a1,app_8b88bb9e739a,brw_376ec097f70c,lnd_54a37531f7e5,2395.79,0.1033,24,2026-05-18,declined
off_2cdf82da533f,app_8b88bb9e739a,brw_376ec097f70c,lnd_5201a46cec3a,2163.26,0.1073,60,2026-05-18,declined
off_f030e9a8b566,app_8b88bb9e739a,brw_376ec097f70c,lnd_2e2adcc3d662,2181.33,0.184,36,2026-05-19,declined
off_c99a173dd90d,app_8b88bb9e739a,brw_376ec097f70c,lnd_abf7ad1fc508,2240.43,0.2326,36,2026-05-19,accepted
off_6d11eb4f1d42,app_8b88bb9e739a,brw_376ec097f70c,lnd_40648b57da4a,2723.01,0.2016,36,2026-05-18,declined
off_393be3c5d647,app_6dba291e77e7,brw_68eb90711621,lnd_2e2adcc3d662,11537.26,0.2129,60,2026-06-24,declined
off_78139f098bca,app_6dba291e77e7,brw_68eb90711621,lnd_f0806e150f18,11774.56,0.2008,12,2026-06-26,declined
off_bb0c60815191,app_6dba291e77e7,brw_68eb90711621,lnd_40648b57da4a,9971.71,0.2239,48,2026-06-24,declined
off_6d9a7bf69f0c,app_b5bd87802454,brw_e342f156c39e,lnd_abf7ad1fc508,27353.56,0.2783,24,2026-08-01,declined
off_e43793c3706b,app_b5bd87802454,brw_e342f156c39e,lnd_40648b57da4a,26800.92,0.3287,24,2026-07-30,declined
off_2b3692b8c657,app_4a0e4e8975d3,brw_1bec4cf7c347,lnd_68d1bb39a009,11425.34,0.1539,36,2026-04-19,accepted
off_998281d0db4c,app_4a0e4e8975d3,brw_1bec4cf7c347,lnd_f0806e150f18,8993.01,0.1985,60,2026-04-20,declined
off_25fdaade2782,app_4a0e4e8975d3,brw_1bec4cf7c347,lnd_abf7ad1fc508,11018.04,0.3204,24,2026-04-20,declined
off_a7b4a0c78631,app_4a0e4e8975d3,brw_1bec4cf7c347,lnd_40648b57da4a,11392.55,0.2137,60,2026-04-19,declined
off_d214457405a2,app_4dafad6d9f61,brw_49b206a03026,lnd_68d1bb39a009,21228.59,0.211,24,2026-08-19,declined
off_b1e82712c90e,app_4dafad6d9f61,brw_49b206a03026,lnd_2e2adcc3d662,24004.19,0.2002,12,2026-08-19,declined
off_ed521ec4d722,app_4dafad6d9f61,brw_49b206a03026,lnd_f0806e150f18,19205.13,0.1663,48,2026-08-18,declined
off_c13ef116cdb2,app_4dafad6d9f61,brw_49b206a03026,lnd_abf7ad1fc508,22770.05,0.3197,24,2026-08-17,accepted
off_b1e0fa6f6582,app_4dafad6d9f61,brw_49b206a03026,lnd_40648b57da4a,19784.84,0.2285,48,2026-08-18,declined
off_af1eff263b4d,app_46478ba4ea83,brw_49b206a03026,lnd_68d1bb39a009,16031.7,0.202,36,2026-03-12,declined
off_8535493a5e97,app_46478ba4ea83,brw_49b206a03026,lnd_abf7ad1fc508,16386.79,0.2531,36,2026-03-12,declined
off_20a69e1fa106,app_46478ba4ea83,brw_49b206a03026,lnd_40648b57da4a,14959.28,0.254,36,2026-03-15,declined
off_c3a9f24c3511,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_eb741dcfd1a0,7971.62,0.106,48,2026-07-29,declined
off_718141490d03,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_5201a46cec3a,8301.91,0.1515,36,2026-07-27,declined
off_57e41d9509b4,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_68d1bb39a009,9293.56,0.1608,36,2026-07-26,accepted
off_cf3b90f67b6a,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_2e2adcc3d662,8713.32,0.1423,36,2026-07-28,declined
off_16e3489b65ac,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_f0806e150f18,9682.95,0.1308,48,2026-07-29,declined
off_d29545c39738,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_abf7ad1fc508,8426.24,0.2806,60,2026-07-28,declined
off_9ded5f8fc19a,app_c24a6e877e2e,brw_16e1af7cc4ed,lnd_40648b57da4a,8643.74,0.3496,60,2026-07-27,declined
off_02c31f6bb05e,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_ebd3fcc47db6,15141.51,0.0802,12,2026-04-19,declined
off_5b185b285fc3,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_035d3bde8267,15667.89,0.1099,24,2026-04-19,accepted
off_b6dbd5c8754a,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_eb741dcfd1a0,15431.33,0.1414,24,2026-04-19,declined
off_7384f18a332b,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_68d1bb39a009,16330.22,0.1551,60,2026-04-21,declined
off_5402a9d4f95d,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_f0806e150f18,16472.87,0.1621,24,2026-04-21,declined
off_ea297a2d85b0,app_51bc82e5c0df,brw_55b6b5437ca1,lnd_40648b57da4a,15726.82,0.3059,24,2026-04-20,declined
off_aabdbed5425d,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_ebd3fcc47db6,5180.71,0.0913,60,2026-03-15,declined
off_1e1adcb09448,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_035d3bde8267,5025.85,0.0826,24,2026-03-15,declined
off_3fcdcd3b6ab6,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_54a37531f7e5,4365.1,0.1035,48,2026-03-16,declined
off_3dfede703215,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_5201a46cec3a,4450.55,0.105,24,2026-03-15,declined
off_dd436e26c8b2,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_68d1bb39a009,4861.9,0.1772,48,2026-03-14,declined
off_cdc66673a043,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_2e2adcc3d662,5044.59,0.1669,24,2026-03-15,declined
off_7f40d84b90f4,app_143ec8a2fa1f,brw_55b6b5437ca1,lnd_abf7ad1fc508,5331.82,0.3248,48,2026-03-14,declined
off_7b798f245e30,app_b35175efea2a,brw_819025a1e999,lnd_68d1bb39a009,18798.5,0.1502,24,2026-06-19,accepted
off_58633e6d73d4,app_b35175efea2a,brw_819025a1e999,lnd_f0806e150f18,16342.5,0.1965,36,2026-06-18,declined
off_c635f108222e,app_b35175efea2a,brw_819025a1e999,lnd_40648b57da4a,18226.73,0.3374,24,2026-06-16,declined
off_19b51295e3a8,app_343a6ec3007d,brw_92e49df3b848,lnd_54a37531f7e5,12432.05,0.1086,36,2026-06-05,declined
off_c702b0e4c8c1,app_343a6ec3007d,brw_92e49df3b848,lnd_5201a46cec3a,12281.25,0.1023,48,2026-06-08,declined
off_1c7a9b2d2574,app_343a6ec3007d,brw_92e49df3b848,lnd_2e2adcc3d662,12093.8,0.2183,48,2026-06-08,accepted
off_93aeaf3d84f3,app_343a6ec3007d,brw_92e49df3b848,lnd_f0806e150f18,12042.06,0.1914,60,2026-06-05,declined
off_ae1460a547be,app_343a6ec3007d,brw_92e49df3b848,lnd_abf7ad1fc508,13237.86,0.2532,36,2026-06-05,declined
off_ba1c49877db6,app_809fe1756892,brw_a27056fab7a0,lnd_035d3bde8267,7474.91,0.0933,48,2026-09-04,accepted
off_482450342480,app_809fe1756892,brw_a27056fab7a0,lnd_eb741dcfd1a0,6362.72,0.1,36,2026-09-01,declined
off_e05a1bc11eb0,app_809fe1756892,brw_a27056fab7a0,lnd_54a37531f7e5,7675.16,0.1279,48,2026-09-03,declined
off_73108d84a5a0,app_809fe1756892,brw_a27056fab7a0,lnd_68d1bb39a009,6616.66,0.2169,24,2026-09-03,declined
off_eb2ba15810e5,app_809fe1756892,brw_a27056fab7a0,lnd_f0806e150f18,7391.94,0.1345,36,2026-09-03,declined
off_542b4c8db04c,app_809fe1756892,brw_a27056fab7a0,lnd_40648b57da4a,7363.45,0.324,24,2026-09-04,declined
off_f54b3dd4052e,app_5e77da3abcf1,brw_3e27fa771422,lnd_035d3bde8267,12448.97,0.0874,24,2026-03-22,accepted
off_904623a1db08,app_5e77da3abcf1,brw_3e27fa771422,lnd_eb741dcfd1a0,14373.42,0.1186,36,2026-03-21,declined
off_68247b27a4b7,app_5e77da3abcf1,brw_3e27fa771422,lnd_54a37531f7e5,14014.77,0.1375,36,2026-03-21,declined
off_a6d2e81a2521,app_5e77da3abcf1,brw_3e27fa771422,lnd_5201a46cec3a,14560.72,0.144,36,2026-03-21,declined
off_b9cd7b28e7e5,app_5e77da3abcf1,brw_3e27fa771422,lnd_2e2adcc3d662,13531.75,0.1468,12,2026-03-22,declined
off_35bde380363b,app_5e77da3abcf1,brw_3e27fa771422,lnd_40648b57da4a,11856.6,0.2534,36,2026-03-21,declined
off_a7a645e1923c,app_fa4f5daed7e6,brw_9460853b2cc4,lnd_2e2adcc3d662,11355.77,0.1646,36,2026-04-09,declined
off_ab535ec125f6,app_fa4f5daed7e6,brw_9460853b2cc4,lnd_40648b57da4a,10688.77,0.3288,24,2026-04-09,accepted
off_b24ac332b592,app_e2de2994a695,brw_2e2ddea860ab,lnd_68d1bb39a009,40418.12,0.1823,36,2026-09-12,declined
off_ec08bde33fcc,app_88b468c3a363,brw_2e2ddea860ab,lnd_2e2adcc3d662,5000.11,0.2024,36,2026-09-03,accepted
off_880242a22709,app_ef239bbe8168,brw_ac97d5bf8e7a,lnd_5201a46cec3a,14564.12,0.1352,12,2026-07-16,declined
off_26c68eb24409,app_ef239bbe8168,brw_ac97d5bf8e7a,lnd_68d1bb39a009,15063.89,0.1358,60,2026-07-18,accepted
off_07dea73e9c36,app_ef239bbe8168,brw_ac97d5bf8e7a,lnd_2e2adcc3d662,14936.47,0.1452,36,2026-07-18,declined
off_49e764563947,app_ef239bbe8168,brw_ac97d5bf8e7a,lnd_abf7ad1fc508,12975.21,0.3199,36,2026-07-17,declined
off_c7ff8dbb67a4,app_5c056ef954d3,brw_5d724cb0b9a9,lnd_eb741dcfd1a0,4491.62,0.1238,60,2026-08-14,accepted
off_9e45a18f7c3c,app_5c056ef954d3,brw_5d724cb0b9a9,lnd_5201a46cec3a,5168.69,0.163,12,2026-08-14,declined
