loan_id,offer_id,borrower_id,lender_id,funded_amount,apr,term_months,funded_date,origination_fee_pct,origination_fee_amount
loan_505d9ff477e1,off_223caf775806,brw_1cc1968a6927,lnd_40648b57da4a,10964.91,0.312,48,2026-08-29,0.04,438.6
loan_aa78456eda88,off_5df01f1da900,brw_1bd6fa83dea3,lnd_f0806e150f18,7252.9,0.1625,60,2026-05-26,0.032,232.09
loan_b0d2eeb4739c,off_8d4448f250fa,brw_446d24864dec,lnd_54a37531f7e5,17039.84,0.0836,36,2025-12-30,0.015,255.6
loan_0f220e9dc4a7,off_5f9e19b5e5d2,brw_953aa59961c3,lnd_f0806e150f18,5175.03,0.1467,24,2026-07-07,0.032,165.6
loan_6c8c001dfe19,off_8ffa8c1773e2,brw_3269831b5d22,lnd_5201a46cec3a,25260.17,0.0957,36,2026-02-22,0.025,631.5
loan_9a2e374e87ac,off_f74b278eebdf,brw_c51c7ba08db6,lnd_54a37531f7e5,28473.94,0.0842,24,2026-08-26,0.015,427.11
loan_005422ccc00c,off_5d6aef75df38,brw_c51c7ba08db6,lnd_5201a46cec3a,13358.69,0.1033,60,2026-09-01,0.025,333.97
loan_01af873430a2,off_5ef9870e39cf,brw_5827d4454be7,lnd_abf7ad1fc508,9840.62,0.2775,48,2026-06-07,0.045,442.83
loan_be7f85bb940e,off_9cffceb67ea7,brw_e8e5923e7ccc,lnd_5201a46cec3a,19320.38,0.0952,60,2026-09-11,0.025,483.01
loan_46b7e2c28a6c,off_afe7897e9378,brw_a431b55b52d0,lnd_68d1bb39a009,23892.05,0.1426,36,2026-06-22,0.03,716.76
loan_7bae3d267bda,off_562c938a7cb9,brw_a431b55b52d0,lnd_f0806e150f18,9195.17,0.1923,36,2026-09-07,0.032,294.25
loan_854a98e971d4,off_06a24fdf9edf,brw_208ffcced090,lnd_035d3bde8267,19291.85,0.1013,48,2025-08-29,0.018,347.25
loan_bcffa744c2f7,off_17d2625040cd,brw_b71cb565c7e6,lnd_40648b57da4a,19751.93,0.2382,48,2025-07-24,0.04,790.08
loan_67567ff87b41,off_62c72665c8b6,brw_9615cb46c703,lnd_40648b57da4a,6326.97,0.204,36,2026-09-14,0.04,253.08
loan_973898d305ec,off_7c8a8e6e8e22,brw_6462b2a21d22,lnd_2e2adcc3d662,10441.82,0.1882,48,2026-09-18,0.028,292.37
loan_30bca8fe3d08,off_91245234f862,brw_6462b2a21d22,lnd_5201a46cec3a,15178.93,0.1472,24,2026-07-17,0.025,379.47
loan_8e87618953da,off_05807205aa6e,brw_a4607c40efd1,lnd_5201a46cec3a,18826.58,0.124,12,2026-03-18,0.025,470.66
loan_51e96bfc0a58,off_6933b91eb177,brw_7e28ea2aaaa2,lnd_40648b57da4a,11215.3,0.2337,36,2026-05-21,0.04,448.61
loan_cbdafdfa5b85,off_a73c81a4366e,brw_4046b6892c9c,lnd_40648b57da4a,7652.79,0.2783,36,2026-09-19,0.04,306.11
loan_cf0fbbe8b2e1,off_90a242c7abbe,brw_a8de4d54f209,lnd_abf7ad1fc508,27820.84,0.2933,24,2025-09-30,0.045,1251.94
loan_2228f3704297,off_5688fdf50431,brw_df39bce517c9,lnd_f0806e150f18,13378.56,0.1701,36,2026-08-08,0.032,428.11
loan_714020dad58c,off_03f9f73e39e1,brw_fc4fc7822591,lnd_40648b57da4a,21719.55,0.211,36,2026-08-22,0.04,868.78
loan_821a43b2ed62,off_a36ea09366dd,brw_fc4fc7822591,lnd_40648b57da4a,6891.13,0.2435,24,2026-08-02,0.04,275.65
loan_10790686bed9,off_0ec56f5c1259,brw_ab0d98e5c385,lnd_54a37531f7e5,10937.56,0.1114,36,2025-11-24,0.015,164.06
loan_1a4671465767,off_46df51098dac,brw_5ac0f357b02b,lnd_eb741dcfd1a0,3314.52,0.1066,12,2026-07-07,0.022,72.92
loan_98d12ee6e35e,off_f9a0732cb0b2,brw_173118c9e1a6,lnd_54a37531f7e5,37588.44,0.0959,24,2026-08-28,0.015,563.83
loan_1480fd6c0258,off_82e518c35f98,brw_679293987f44,lnd_abf7ad1fc508,27124.72,0.2779,24,2026-09-14,0.045,1220.61
loan_b464529cf917,off_5e9ad300cf27,brw_89cface59334,lnd_68d1bb39a009,4666.59,0.2171,24,2026-08-21,0.03,140.0
loan_6c60a3564e75,off_3dd97b23fad9,brw_3f11c67afba3,lnd_68d1bb39a009,19715.1,0.1792,48,2025-08-30,0.03,591.45
loan_b87e40fac118,off_6c501d907513,brw_b0b164e1726d,lnd_f0806e150f18,13867.61,0.1519,24,2026-08-19,0.032,443.76
loan_c1825fa0ae7a,off_212a425d798a,brw_9194607fb37a,lnd_68d1bb39a009,13333.57,0.1592,60,2026-09-19,0.03,400.01
loan_67884ab9d520,off_b9858edf106f,brw_7e5bc678a78a,lnd_2e2adcc3d662,12773.01,0.1587,48,2026-06-09,0.028,357.64
loan_b61dd5d4d7ae,off_8577684e6074,brw_979b291ee78e,lnd_eb741dcfd1a0,7278.74,0.1182,24,2025-11-22,0.022,160.13
loan_9a19779138e8,off_b1cbfaee697e,brw_6dabf6aaaffa,lnd_5201a46cec3a,13464.43,0.1046,60,2026-05-12,0.025,336.61
loan_5819340d88d6,off_f267cc0b304b,brw_6274321f5d06,lnd_abf7ad1fc508,6049.3,0.3461,48,2026-02-19,0.045,272.22
loan_e4673f0f5591,off_997788e601a2,brw_6274321f5d06,lnd_40648b57da4a,15078.16,0.3141,48,2026-09-13,0.04,603.13
loan_f006f0c083da,off_995756c6b3ea,brw_84cf5f32a71b,lnd_68d1bb39a009,4857.71,0.1893,48,2025-12-05,0.03,145.73
loan_3f87e73edc9e,off_4103c6a2ac0a,brw_84cf5f32a71b,lnd_f0806e150f18,34618.34,0.1215,48,2026-03-03,0.032,1107.79
loan_b1aae4f4e61f,off_d003268266ae,brw_bb28edcb1b78,lnd_f0806e150f18,30403.46,0.1537,60,2026-09-03,0.032,972.91
loan_4347ebce7585,off_c35df891836a,brw_5b09b9e805b8,lnd_5201a46cec3a,19124.82,0.1645,36,2026-08-09,0.025,478.12
loan_0c897a606a91,off_038cf108265b,brw_4f2afca08781,lnd_f0806e150f18,6632.39,0.1577,36,2025-12-28,0.032,212.24
loan_b07a95f17235,off_220c409c6b3e,brw_637be3393829,lnd_2e2adcc3d662,18090.23,0.1719,36,2025-12-29,0.028,506.53
loan_a8312cf157f3,off_6b1de2f496b7,brw_e55c9aeff289,lnd_abf7ad1fc508,8025.68,0.2638,60,2026-07-06,0.045,361.16
loan_9b4a212178f4,off_54f91f8e97ef,brw_dde55b98cdc5,lnd_eb741dcfd1a0,30549.0,0.1186,24,2026-08-06,0.022,672.08
loan_71c156918ba8,off_38dd99579413,brw_086c46fe0dd6,lnd_ebd3fcc47db6,11249.93,0.0636,36,2026-07-11,0.02,225.0
loan_1e644756e0d0,off_d32a3b6ee090,brw_086c46fe0dd6,lnd_54a37531f7e5,7233.67,0.1011,24,2026-05-01,0.015,108.51
loan_bcfb8bd6980d,off_c6b500793e35,brw_086c46fe0dd6,lnd_f0806e150f18,7601.54,0.1284,60,2025-07-08,0.032,243.25
loan_939790ff3fbf,off_5e3779fe05f6,brw_10e36db311b6,lnd_68d1bb39a009,17838.97,0.2015,36,2026-09-07,0.03,535.17
loan_69f539471d49,off_c5b2e7d4063e,brw_b131801c187c,lnd_54a37531f7e5,3852.78,0.1323,36,2026-06-01,0.015,57.79
loan_4f79e2fc0e94,off_1f93dd282067,brw_c9a0d0c9cb9b,lnd_2e2adcc3d662,17046.94,0.209,60,2026-06-14,0.028,477.31
loan_d8ee0ea6b267,off_1be380c35658,brw_7f603e3ff711,lnd_eb741dcfd1a0,14464.42,0.123,36,2026-08-02,0.022,318.22
loan_bc7fdf7f0858,off_d317f0859e2d,brw_7f603e3ff711,lnd_eb741dcfd1a0,12849.69,0.1285,36,2026-09-14,0.022,282.69
loan_5bcf115d2e3e,off_b0ea8fcabb30,brw_381b7753431b,lnd_abf7ad1fc508,10412.91,0.2897,48,2026-08-07,0.045,468.58
loan_e6e3fb771a4c,off_5bfb63eb51ab,brw_381b7753431b,lnd_abf7ad1fc508,14237.99,0.3146,60,2026-06-22,0.045,640.71
loan_af7a72e38d6b,off_15c85dd7454f,brw_744665d749a0,lnd_5201a46cec3a,14016.47,0.1254,36,2026-07-18,0.025,350.41
loan_9dadbc050ba1,off_d68bc8e3bb2d,brw_05630a35dab6,lnd_2e2adcc3d662,9955.0,0.155,36,2026-03-16,0.028,278.74
loan_a6d5666c3833,off_06b00072586e,brw_05630a35dab6,lnd_68d1bb39a009,26644.06,0.2072,36,2026-08-05,0.03,799.32
loan_a125e39568cf,off_524504834af0,brw_05630a35dab6,lnd_68d1bb39a009,28574.82,0.2038,48,2026-05-30,0.03,857.24
loan_24f705ace114,off_9443cc907b2c,brw_5635db6b338f,lnd_40648b57da4a,28455.43,0.2196,36,2026-07-05,0.04,1138.22
loan_167e3af1f50a,off_fc6ef9a89570,brw_56a107e9e9c8,lnd_68d1bb39a009,11809.09,0.2003,48,2025-06-14,0.03,354.27
loan_438180618b73,off_81c23f6745e2,brw_adf5bafb49cb,lnd_abf7ad1fc508,3722.63,0.3303,36,2025-12-10,0.045,167.52
loan_50f13cf8e326,off_398a8053366b,brw_adf5bafb49cb,lnd_68d1bb39a009,9214.65,0.192,24,2026-05-02,0.03,276.44
loan_098fde082f33,off_6ad9356c17de,brw_f5a578c1849e,lnd_40648b57da4a,24126.21,0.259,36,2026-07-24,0.04,965.05
loan_444bb49674e7,off_b42a4d95473b,brw_cbef3d53707c,lnd_f0806e150f18,5392.32,0.1859,60,2025-08-31,0.032,172.55
loan_df6934973bf9,off_79872cf825f8,brw_4cfdacf918ac,lnd_eb741dcfd1a0,16176.66,0.1395,12,2026-08-25,0.022,355.89
loan_2c6589e27f96,off_9ed8dfcc6020,brw_d25685298fa0,lnd_abf7ad1fc508,22192.29,0.2517,60,2026-07-23,0.045,998.65
loan_6850e7ccc513,off_8cd386520634,brw_0cb9bb659652,lnd_f0806e150f18,7862.11,0.1427,36,2026-08-05,0.032,251.59
loan_ee2b2c51f0af,off_076a68845568,brw_5c170e297105,lnd_2e2adcc3d662,6455.96,0.1418,48,2026-06-03,0.028,180.77
loan_8a8f945c4f99,off_a7e862c1a37f,brw_686ae88db47c,lnd_68d1bb39a009,16187.49,0.2174,24,2026-04-10,0.03,485.62
loan_174e952652b9,off_725e773ff336,brw_70968f2cee91,lnd_f0806e150f18,20073.84,0.1903,36,2026-01-23,0.032,642.36
loan_b3d8c37ead8f,off_fb05e4886651,brw_376ec097f70c,lnd_40648b57da4a,5032.71,0.3043,24,2026-09-19,0.04,201.31
loan_b9436ad13d6b,off_c99a173dd90d,brw_376ec097f70c,lnd_abf7ad1fc508,2240.43,0.2326,36,2026-05-20,0.045,100.82
loan_1a85ff2d3e42,off_2b3692b8c657,brw_1bec4cf7c347,lnd_68d1bb39a009,11425.34,0.1539,36,2026-04-25,0.03,342.76
loan_e6964a25a268,off_c13ef116cdb2,brw_49b206a03026,lnd_abf7ad1fc508,22770.05,0.3197,24,2026-08-21,0.045,1024.65
loan_c4697de2af6e,off_57e41d9509b4,brw_16e1af7cc4ed,lnd_68d1bb39a009,9293.56,0.1608,36,2026-07-29,0.03,278.81
loan_26f1b02c1c4a,off_5b185b285fc3,brw_55b6b5437ca1,lnd_035d3bde8267,15667.89,0.1099,24,2026-04-20,0.018,282.02
loan_39719f276255,off_7b798f245e30,brw_819025a1e999,lnd_68d1bb39a009,18798.5,0.1502,24,2026-06-23,0.03,563.95
loan_8f7b084f3b06,off_1c7a9b2d2574,brw_92e49df3b848,lnd_2e2adcc3d662,12093.8,0.2183,48,2026-06-08,0.028,338.63
loan_538b553faff3,off_ba1c49877db6,brw_a27056fab7a0,lnd_035d3bde8267,7474.91,0.0933,48,2026-09-09,0.018,134.55
loan_603f15dbe627,off_f54b3dd4052e,brw_3e27fa771422,lnd_035d3bde8267,12448.97,0.0874,24,2026-03-26,0.018,224.08
loan_8ebf65f132d7,off_ab535ec125f6,brw_9460853b2cc4,lnd_40648b57da4a,10688.77,0.3288,24,2026-04-16,0.04,427.55
loan_abcb4da8af1d,off_ec08bde33fcc,brw_2e2ddea860ab,lnd_2e2adcc3d662,5000.11,0.2024,36,2026-09-10,0.028,140.0
loan_a0746d24b53b,off_26c68eb24409,brw_ac97d5bf8e7a,lnd_68d1bb39a009,15063.89,0.1358,60,2026-07-25,0.03,451.92
loan_432ead7fd286,off_c7ff8dbb67a4,brw_5d724cb0b9a9,lnd_eb741dcfd1a0,4491.62,0.1238,60,2026-08-20,0.022,98.82
loan_f1131be70fe0,off_b4ff55fe2b3e,brw_baafc71bc0ba,lnd_eb741dcfd1a0,17430.79,0.1002,36,2026-09-03,0.022,383.48
loan_9fb562e61001,off_a59d5a2af689,brw_c3aeccd4db1e,lnd_ebd3fcc47db6,17301.3,0.0743,60,2026-06-02,0.02,346.03
loan_a9cb3ffe186c,off_cfcf1681983a,brw_c3aeccd4db1e,lnd_035d3bde8267,11653.66,0.0765,48,2026-06-03,0.018,209.77
loan_5264549dc225,off_86eb0fa13841,brw_9174a3d870bc,lnd_40648b57da4a,7010.88,0.2845,36,2026-09-05,0.04,280.44
loan_42c0053f2030,off_d1521c637bf7,brw_9174a3d870bc,lnd_2e2adcc3d662,20158.2,0.1814,48,2026-09-02,0.028,564.43
loan_385120ec1f1c,off_0782c9b6e35a,brw_2388f2ee2b68,lnd_5201a46cec3a,35679.35,0.1485,36,2025-04-18,0.025,891.98
loan_a96725d46e44,off_1931fc1b39ae,brw_66ebd6d20b97,lnd_68d1bb39a009,14359.27,0.1738,36,2026-02-24,0.03,430.78
loan_a8e8a0b2aca6,off_632ac3b0d7c2,brw_241e2c3a8bdf,lnd_40648b57da4a,7386.93,0.2753,48,2026-02-11,0.04,295.48
loan_47c80d78b490,off_ab01448aa072,brw_34770d4741b1,lnd_54a37531f7e5,1221.77,0.1203,60,2025-08-29,0.015,18.33
loan_2ab3cf3df8a1,off_61b989c94069,brw_34770d4741b1,lnd_68d1bb39a009,30309.07,0.1602,48,2025-12-06,0.03,909.27
loan_4fd5a36a0e54,off_ae5d21ae3503,brw_34770d4741b1,lnd_f0806e150f18,2477.48,0.1282,36,2026-07-29,0.032,79.28
loan_3a0d4b32fbc6,off_6e37654f5ebe,brw_d5503d90d724,lnd_5201a46cec3a,9852.43,0.1365,36,2026-09-16,0.025,246.31
loan_49f38f6b04ee,off_80bd1ca49bff,brw_75faa4781506,lnd_abf7ad1fc508,24118.12,0.2437,48,2026-07-24,0.045,1085.32
loan_34dd7ff0b0b3,off_7905936ecb63,brw_003712a6c72a,lnd_2e2adcc3d662,11806.43,0.1677,24,2025-12-10,0.028,330.58
loan_6e4248db635b,off_4afce739bf89,brw_da52f37e5049,lnd_2e2adcc3d662,36554.44,0.1899,36,2026-08-07,0.028,1023.52
loan_59e3de84a4f5,off_5538b6e87924,brw_f0e3cdf91f6c,lnd_40648b57da4a,22702.06,0.2306,36,2026-03-16,0.04,908.08
loan_0b88f89d0a58,off_f4a4904d59b6,brw_480de4e81ec9,lnd_035d3bde8267,13300.02,0.0797,48,2026-08-02,0.018,239.4
loan_6b746baf5955,off_1ae2ed3e9f6e,brw_480de4e81ec9,lnd_ebd3fcc47db6,23386.71,0.0869,36,2026-08-14,0.02,467.73
loan_56b925fe60d1,off_9ad9533874db,brw_480de4e81ec9,lnd_54a37531f7e5,12072.87,0.0823,36,2026-09-05,0.015,181.09
loan_a56249556f19,off_89b78a0ac9d1,brw_2d08a4e353d6,lnd_f0806e150f18,12637.65,0.154,12,2025-11-10,0.032,404.4
loan_dc2a93d4a984,off_d3a9623c7e31,brw_a5dbe04376c0,lnd_68d1bb39a009,3857.56,0.1662,36,2026-02-22,0.03,115.73
loan_dc3a5e701038,off_0b29ef4d1ab5,brw_b9274b1a08bf,lnd_40648b57da4a,13170.68,0.2871,60,2026-09-03,0.04,526.83
loan_d978b4f0c689,off_5a8cf2b92392,brw_04eb4b6050bb,lnd_f0806e150f18,8411.76,0.147,36,2025-07-01,0.032,269.18
loan_be5003d63892,off_ab92fb5474d8,brw_1562bb991edf,lnd_f0806e150f18,2234.75,0.16,36,2025-12-23,0.032,71.51
loan_b7efbc796407,off_2a39913aa96b,brw_c69ed31ff87b,lnd_54a37531f7e5,8315.55,0.1026,48,2026-06-28,0.015,124.73
loan_d323c66ff9d2,off_478824ba99ae,brw_6a406105f5d0,lnd_2e2adcc3d662,26861.52,0.1454,48,2026-02-19,0.028,752.12
loan_79a46673898a,off_2d28923930c3,brw_10610b6a3608,lnd_40648b57da4a,7127.21,0.211,36,2026-08-14,0.04,285.09
loan_b518d56c838c,off_cc700fe3b70c,brw_22e24410421e,lnd_f0806e150f18,15409.36,0.1282,36,2025-12-11,0.032,493.1
loan_a38de03977a1,off_fd11a3adf44a,brw_22e24410421e,lnd_68d1bb39a009,13203.34,0.1903,24,2026-03-03,0.03,396.1
loan_13eb7eac71da,off_7cfa08ba650e,brw_2b649ba195e2,lnd_eb741dcfd1a0,4007.55,0.126,24,2026-04-24,0.022,88.17
loan_d38ef1fb268b,off_d2ae3a4c38f5,brw_d1d4f709e167,lnd_40648b57da4a,9154.76,0.3471,48,2026-04-02,0.04,366.19
loan_129be8178b0c,off_687ad8bd0d4b,brw_c45ebe1eac5b,lnd_68d1bb39a009,12582.92,0.1856,36,2026-08-06,0.03,377.49
loan_82be4a674cef,off_2234a5d43a28,brw_2133ecbe5bd9,lnd_5201a46cec3a,19007.25,0.1236,36,2026-04-28,0.025,475.18
loan_abc17a3c6ad3,off_2cf048121883,brw_bd2ce61fadcc,lnd_40648b57da4a,12837.72,0.2023,36,2026-06-18,0.04,513.51
loan_6be86fa8ac0a,off_3794fb1dffe8,brw_1b1620dc0f9f,lnd_f0806e150f18,25362.93,0.1337,60,2025-10-01,0.032,811.61
loan_a7fc1dc7c1ce,off_a6d71fdbbbc1,brw_a7a2b78f1b5a,lnd_f0806e150f18,11963.06,0.1567,36,2025-06-16,0.032,382.82
loan_019e6bbc6012,off_253e75939593,brw_b87d03ae9cb9,lnd_eb741dcfd1a0,21683.15,0.1297,48,2026-06-07,0.022,477.03
loan_7fe363923c9d,off_09d730a1e208,brw_95c3f1744b1d,lnd_5201a46cec3a,14119.09,0.1058,36,2026-01-21,0.025,352.98
loan_c9329c3429e4,off_d7eb3d8244fc,brw_ff6fad1a41ce,lnd_2e2adcc3d662,6634.56,0.2237,48,2026-09-06,0.028,185.77
loan_94af8ab371bc,off_cd3c62810f95,brw_ff6fad1a41ce,lnd_2e2adcc3d662,12596.03,0.1589,36,2026-09-07,0.028,352.69
loan_b7e879cf8758,off_9beeb31a5426,brw_eaadd51fca5d,lnd_40648b57da4a,29034.22,0.2525,12,2026-06-07,0.04,1161.37
loan_d3805cda101c,off_ced7b0a5cc46,brw_d3b84195951b,lnd_54a37531f7e5,18462.16,0.1018,12,2026-01-21,0.015,276.93
loan_0dbe5dfd5e1f,off_f5d112e9a7ce,brw_03ae3e99c7cc,lnd_abf7ad1fc508,12216.52,0.3333,36,2026-08-21,0.045,549.74
loan_de7c52b0561b,off_1214506aaec9,brw_e47bc70ce610,lnd_68d1bb39a009,21806.39,0.197,48,2026-03-27,0.03,654.19
loan_44a648140725,off_a7f087f810e7,brw_27b2a16aa030,lnd_40648b57da4a,16925.89,0.3295,60,2025-10-19,0.04,677.04
loan_8857d2ec5cfb,off_b5c436f4b88c,brw_cde5129737de,lnd_68d1bb39a009,11494.4,0.1557,24,2026-05-09,0.03,344.83
loan_5b0766dc581a,off_cd75e9f795e7,brw_cde5129737de,lnd_f0806e150f18,19348.79,0.1565,24,2026-03-04,0.032,619.16
loan_cdb72fff900f,off_a42ce5ff52f9,brw_cde5129737de,lnd_68d1bb39a009,19099.55,0.1514,36,2026-05-21,0.03,572.99
loan_73880c9bc6bf,off_1702602a9bf8,brw_7853b5fdc0c4,lnd_abf7ad1fc508,14819.59,0.3392,24,2026-08-19,0.045,666.88
loan_b7a2d5e2470b,off_dcf2d0fd0731,brw_5ab9f63fa801,lnd_f0806e150f18,11613.61,0.1201,24,2026-03-15,0.032,371.64
loan_9f56b6b978b4,off_89027065919e,brw_8a8b7aa5b349,lnd_abf7ad1fc508,8097.26,0.2498,36,2026-03-30,0.045,364.38
loan_6a7bbc68fe19,off_2733c7d20452,brw_708fadd612a7,lnd_40648b57da4a,8463.45,0.288,24,2026-09-06,0.04,338.54
loan_ece5f4eb12d4,off_b4355641673a,brw_b4f192e50eb7,lnd_5201a46cec3a,8246.61,0.1156,12,2025-12-18,0.025,206.17
loan_75035521a917,off_b1a46b65f9d2,brw_fe71255e8536,lnd_f0806e150f18,21190.54,0.1694,48,2026-06-15,0.032,678.1
loan_4be20d4a5f2b,off_8f192f0ac5ec,brw_d5c8f6e6c239,lnd_ebd3fcc47db6,30265.06,0.09,48,2026-08-15,0.02,605.3
loan_171376ccbd15,off_3f592e64d739,brw_e0f2c2ab2b45,lnd_68d1bb39a009,4204.19,0.196,60,2026-03-18,0.03,126.13
loan_56b2076d5c5c,off_6e4c5daba49f,brw_01bd07c9937e,lnd_2e2adcc3d662,16781.4,0.1648,48,2026-07-17,0.028,469.88
loan_a1ce011fce0d,off_ea43c344c698,brw_f4a9c583458a,lnd_68d1bb39a009,15524.33,0.1771,12,2025-02-05,0.03,465.73
loan_46caacfa6f4b,off_14407db0e1be,brw_7442ba90f5ff,lnd_ebd3fcc47db6,20791.48,0.0749,36,2026-09-19,0.02,415.83
loan_7a514942f834,off_b04b60625070,brw_7442ba90f5ff,lnd_ebd3fcc47db6,2458.43,0.0612,60,2026-08-26,0.02,49.17
loan_6f121281f9b4,off_f4c5f555207f,brw_8d9cc9143abf,lnd_ebd3fcc47db6,4993.35,0.0899,60,2026-09-07,0.02,99.87
loan_86ca3d53887a,off_a176c3185d84,brw_b18dcd420b11,lnd_40648b57da4a,32727.71,0.2896,36,2026-05-26,0.04,1309.11
loan_af259812fb42,off_895ba9e0caae,brw_9242c4791e0b,lnd_abf7ad1fc508,4167.63,0.2304,48,2025-10-18,0.045,187.54
loan_2dda15c9e64d,off_c64a77ae1a82,brw_9242c4791e0b,lnd_68d1bb39a009,6665.7,0.1867,12,2025-03-02,0.03,199.97
loan_b430c876ac5c,off_17524efb8c6f,brw_8693944b31e4,lnd_68d1bb39a009,12332.79,0.161,36,2026-01-31,0.03,369.98
loan_b5cbd06b7a3f,off_9add067278e3,brw_649f71ec13ba,lnd_eb741dcfd1a0,5537.59,0.1133,36,2025-10-31,0.022,121.83
loan_97207a0c2689,off_c52d9472a699,brw_0e02f5285e45,lnd_f0806e150f18,12995.09,0.1505,36,2025-10-01,0.032,415.84
loan_14077901ada3,off_539e5b5361a7,brw_0e02f5285e45,lnd_f0806e150f18,9697.78,0.1329,48,2025-09-24,0.032,310.33
loan_233d2a24adf6,off_498e78a071eb,brw_7a1dc1b208c6,lnd_5201a46cec3a,14248.91,0.1075,60,2026-05-15,0.025,356.22
loan_4a6310eb0fcd,off_f423feb63fb2,brw_3d8a5bc7d864,lnd_5201a46cec3a,6349.48,0.1603,24,2026-07-17,0.025,158.74
loan_6a8d828b6b9d,off_e0491040deab,brw_599484fa9b97,lnd_5201a46cec3a,14062.77,0.1573,60,2025-06-13,0.025,351.57
loan_b535ccf87a1a,off_d4fcb383a2f1,brw_c43e524e0531,lnd_5201a46cec3a,21047.24,0.0968,60,2026-08-28,0.025,526.18
loan_3f56649e82db,off_6c01640649e6,brw_c43e524e0531,lnd_eb741dcfd1a0,20516.05,0.1063,36,2026-06-01,0.022,451.35
loan_97acb732cb00,off_164e05bfc94d,brw_c43e524e0531,lnd_68d1bb39a009,8046.92,0.1444,48,2025-09-16,0.03,241.41
loan_f2975af108e1,off_489fca4e3f04,brw_b10c7add2267,lnd_abf7ad1fc508,18303.31,0.3427,24,2026-08-21,0.045,823.65
loan_c818d40de52c,off_1f1d05e9ad20,brw_b10c7add2267,lnd_035d3bde8267,12917.59,0.0851,48,2026-08-23,0.018,232.52
loan_ada5655060eb,off_ed6a1242a678,brw_94c51a5a90de,lnd_5201a46cec3a,20975.57,0.1161,60,2026-06-29,0.025,524.39
loan_8b31f7ff48e1,off_3479e115a475,brw_9b3a0d47f014,lnd_035d3bde8267,21506.55,0.0802,36,2025-08-02,0.018,387.12
loan_86eb7b83a2dc,off_ea43983f789c,brw_9b3a0d47f014,lnd_40648b57da4a,6559.88,0.2198,60,2024-12-01,0.04,262.4
loan_d78df11d71e6,off_d42d10700e5d,brw_2777999c4981,lnd_f0806e150f18,3227.61,0.1527,60,2026-01-10,0.032,103.28
loan_f39a7ae658ed,off_1e6f6a5235b9,brw_17d8e8dba0f3,lnd_f0806e150f18,21661.05,0.1333,12,2026-03-15,0.032,693.15
loan_d5f3ee4f8a3d,off_9927fd50133e,brw_3d0b5ae145f8,lnd_40648b57da4a,3436.77,0.2671,36,2026-06-18,0.04,137.47
loan_7577d8eda3c2,off_14b2bdf7b862,brw_3d0b5ae145f8,lnd_40648b57da4a,17229.27,0.3496,12,2026-09-19,0.04,689.17
loan_b264b5b8957d,off_c1ad9a4dea8b,brw_4e7750171ac8,lnd_5201a46cec3a,36053.15,0.1227,36,2025-10-21,0.025,901.33
loan_27b2101521b4,off_656ca6b058f9,brw_24592950f550,lnd_2e2adcc3d662,18213.7,0.1994,24,2026-02-10,0.028,509.98
loan_233d0d33d96f,off_d729d0833869,brw_00a85eb0cd6b,lnd_40648b57da4a,8479.88,0.2695,36,2026-04-06,0.04,339.2
loan_eb37254d07bd,off_427b2ae0f96b,brw_00a85eb0cd6b,lnd_40648b57da4a,7132.32,0.2126,36,2025-10-14,0.04,285.29
loan_dbd8965b8967,off_01d57f5ec114,brw_273dc22d4770,lnd_eb741dcfd1a0,8087.28,0.0932,12,2026-06-24,0.022,177.92
loan_2dd177108282,off_497d63c534e7,brw_65026c490325,lnd_40648b57da4a,5184.31,0.2117,24,2026-05-08,0.04,207.37
loan_3b329776e536,off_7fb6691645bb,brw_65026c490325,lnd_f0806e150f18,30147.9,0.1819,36,2026-04-24,0.032,964.73
loan_9622d1e85ab4,off_8e730ef80fe8,brw_65026c490325,lnd_54a37531f7e5,4160.19,0.0949,36,2026-02-19,0.015,62.4
loan_bff967e2e5b0,off_31a089c8592b,brw_27cf77636472,lnd_ebd3fcc47db6,6791.33,0.0903,36,2026-08-07,0.02,135.83
loan_719322b43df8,off_23bcbbddd5fc,brw_7ee832d1003f,lnd_68d1bb39a009,6772.21,0.1765,36,2026-09-17,0.03,203.17
loan_7a1a612e4ff6,off_1451dab26946,brw_a22b242688bb,lnd_2e2adcc3d662,27909.13,0.1557,24,2026-07-22,0.028,781.46
loan_98487977e054,off_ba1a44582d39,brw_25f94e262d9f,lnd_68d1bb39a009,24995.32,0.2061,12,2026-08-20,0.03,749.86
loan_2dd37119b67d,off_186c885dbd62,brw_53043bdfb7fc,lnd_eb741dcfd1a0,30125.37,0.1438,36,2025-10-28,0.022,662.76
loan_df32afd6b5b9,off_ecf2d5816ad7,brw_f2dfde0b5ef7,lnd_40648b57da4a,27961.37,0.2397,48,2026-07-02,0.04,1118.45
loan_294ca8b21dae,off_e078e4a34f8d,brw_d9b256bdbf09,lnd_2e2adcc3d662,21338.43,0.1986,60,2025-11-25,0.028,597.48
loan_e5e56c8eeaac,off_f2d0dac7d0cc,brw_d9b256bdbf09,lnd_2e2adcc3d662,5303.34,0.1494,48,2026-09-07,0.028,148.49
loan_f6530fda7f8c,off_a8c2e799711a,brw_b0cd8120eb25,lnd_40648b57da4a,4536.63,0.3045,36,2026-01-26,0.04,181.47
