application_id,borrower_id,loan_purpose,requested_amount,application_date,status
app_6c431f2e25b0,brw_c9a0d0c9cb9b,debt_consolidation,19114.8,2026-06-05,funded
app_f2e542ee0317,brw_2f914377091b,major_purchase,24749.01,2025-09-05,offers_declined
app_d6a1c4454621,brw_7f603e3ff711,major_purchase,14891.17,2026-07-31,funded
app_8fab14f3807e,brw_7f603e3ff711,other,13012.56,2026-09-11,funded
app_38f56b1170ed,brw_381b7753431b,medical,10348.11,2026-08-06,funded
app_df91bf4901ee,brw_381b7753431b,debt_consolidation,15520.54,2026-07-25,offers_declined
app_4fcbc4c32aa1,brw_381b7753431b,debt_consolidation,16235.89,2026-06-17,funded
app_9f8d03bc58d7,brw_744665d749a0,debt_consolidation,13368.9,2026-07-17,funded
app_cf7a26bdee3a,brw_ca556168c35c,home_improvement,35165.18,2026-05-31,offers_declined
app_de3d02963624,brw_05630a35dab6,medical,11837.01,2026-03-16,funded
app_b8a90a07b6c6,brw_05630a35dab6,debt_consolidation,31488.64,2026-08-04,funded
app_c448a30c4207,brw_05630a35dab6,debt_consolidation,27891.33,2026-05-27,funded
app_98d15f438de2,brw_a3b8abb01228,medical,1619.47,2026-01-06,offers_declined
app_a72b45237af0,brw_5635db6b338f,home_improvement,33866.6,2026-06-29,funded
app_31b387458151,brw_56a107e9e9c8,debt_consolidation,12759.47,2025-06-04,funded
app_228f7f8e4b2e,brw_099f64786c57,debt_consolidation,8646.54,2026-05-20,offers_declined
app_bc15c9024ee0,brw_47fb9aaefa76,home_improvement,12031.73,2026-02-23,offers_declined
app_007283294c41,brw_adf5bafb49cb,medical,3575.02,2025-12-04,funded
app_9a5913fd8dd6,brw_adf5bafb49cb,major_purchase,10607.44,2026-04-22,funded
app_d34e33c57bdb,brw_f5a578c1849e,home_improvement,23033.94,2026-07-20,funded
app_974a9895297d,brw_426a6a523abe,debt_consolidation,8318.98,2026-06-15,offers_declined
app_e9591e279bc1,brw_cbef3d53707c,medical,5676.77,2025-08-25,funded
app_1002cee832e2,brw_ad8d216c17b5,major_purchase,5711.72,2026-02-27,offers_declined
app_f5084f71eb29,brw_4cfdacf918ac,other,17783.78,2026-08-18,funded
app_02da0283938e,brw_d25685298fa0,debt_consolidation,25675.82,2026-07-14,funded
app_f3867db43062,brw_d25685298fa0,home_improvement,9305.17,2026-09-08,offers_declined
app_1df9a0e32d87,brw_9fd7d62083b0,home_improvement,16451.73,2026-05-03,offers_declined
app_0f9b83cfd122,brw_0cb9bb659652,debt_consolidation,7501.59,2026-07-26,funded
app_0b7cec6968d1,brw_0ea0db61e9f7,medical,5468.91,2026-01-04,offers_declined
app_3a19f07c8b30,brw_5c170e297105,medical,6509.59,2026-05-29,funded
app_0995a09eb640,brw_496e206fc593,other,12265.87,2026-07-08,offers_declined
app_6fbe4de09a90,brw_7cbaa70a48f9,debt_consolidation,10999.83,2026-08-03,offers_declined
app_c233281fb38a,brw_7cbaa70a48f9,home_improvement,14616.57,2026-09-01,no_offers
app_71ffc76765fb,brw_686ae88db47c,debt_consolidation,19049.79,2026-04-03,funded
app_7248e08e821b,brw_70968f2cee91,other,19235.98,2026-01-20,funded
app_1825d8e57e2c,brw_376ec097f70c,medical,4876.11,2026-09-15,funded
app_8b88bb9e739a,brw_376ec097f70c,major_purchase,2627.82,2026-05-18,funded
app_6dba291e77e7,brw_68eb90711621,major_purchase,11985.42,2026-06-24,offers_declined
app_b5bd87802454,brw_e342f156c39e,debt_consolidation,27195.48,2026-07-29,offers_declined
app_4a0e4e8975d3,brw_1bec4cf7c347,debt_consolidation,11122.31,2026-04-17,funded
app_4dafad6d9f61,brw_49b206a03026,debt_consolidation,23098.13,2026-08-17,funded
app_46478ba4ea83,brw_49b206a03026,debt_consolidation,16243.12,2026-03-12,offers_declined
app_c24a6e877e2e,brw_16e1af7cc4ed,other,9610.68,2026-07-26,funded
app_51bc82e5c0df,brw_55b6b5437ca1,home_improvement,16095.65,2026-04-18,funded
app_143ec8a2fa1f,brw_55b6b5437ca1,major_purchase,5226.98,2026-03-14,offers_declined
app_b35175efea2a,brw_819025a1e999,debt_consolidation,18995.77,2026-06-16,funded
app_343a6ec3007d,brw_92e49df3b848,medical,12708.15,2026-06-05,funded
app_809fe1756892,brw_a27056fab7a0,medical,7450.4,2026-09-01,funded
app_5e77da3abcf1,brw_3e27fa771422,debt_consolidation,14175.05,2026-03-19,funded
app_fa4f5daed7e6,brw_9460853b2cc4,debt_consolidation,11744.75,2026-04-08,funded
app_e2de2994a695,brw_2e2ddea860ab,home_improvement,39939.79,2026-09-11,offers_declined
app_88b468c3a363,brw_2e2ddea860ab,medical,6103.2,2026-09-01,funded
app_ef239bbe8168,brw_ac97d5bf8e7a,major_purchase,15894.11,2026-07-15,funded
app_5c056ef954d3,brw_5d724cb0b9a9,other,5088.88,2026-08-12,funded
app_8ee372a251da,brw_baafc71bc0ba,debt_consolidation,17227.23,2026-08-28,funded
app_c5ff29ef693c,brw_afe80bb116a6,other,12394.65,2026-08-11,offers_declined
app_8fc93270f496,brw_dec34408805c,major_purchase,20033.44,2026-06-10,offers_declined
app_bffe95c4ca95,brw_dec34408805c,home_improvement,22681.25,2026-06-18,offers_declined
app_85ffe766ee1c,brw_dec34408805c,debt_consolidation,29937.72,2026-08-26,offers_declined
app_c8bfcd177838,brw_c3aeccd4db1e,home_improvement,21325.18,2026-05-26,funded
app_278d3df59f3b,brw_c3aeccd4db1e,home_improvement,11250.06,2026-06-02,funded
app_41964332e8f0,brw_9174a3d870bc,major_purchase,7768.45,2026-08-31,funded
app_b0f6e7348e04,brw_9174a3d870bc,debt_consolidation,8113.78,2026-08-22,offers_declined
app_6019132dbda0,brw_9174a3d870bc,debt_consolidation,24112.8,2026-08-28,funded
app_7a2c4f06ddc1,brw_2388f2ee2b68,home_improvement,38076.19,2025-04-09,funded
app_9255d45c6f46,brw_66ebd6d20b97,debt_consolidation,14494.72,2026-02-16,funded
app_8465ef0fab58,brw_241e2c3a8bdf,debt_consolidation,8044.98,2026-02-03,funded
app_cf22d61975f9,brw_34770d4741b1,medical,1277.99,2025-08-28,funded
app_c67a2c5fb4d1,brw_34770d4741b1,home_improvement,31111.31,2025-11-29,funded
app_c2001eb937e7,brw_34770d4741b1,major_purchase,2529.17,2026-07-29,funded
app_c2eae6296afb,brw_d5503d90d724,debt_consolidation,10275.53,2026-09-06,funded
app_545fdf460935,brw_75faa4781506,debt_consolidation,28141.58,2026-07-16,funded
app_8afb7a3c9c01,brw_27e5750eaf61,home_improvement,17265.87,2026-03-07,offers_declined
app_16e40bd67dd5,brw_003712a6c72a,debt_consolidation,14698.48,2025-12-01,funded
app_4a290213c10a,brw_da52f37e5049,home_improvement,36675.41,2026-07-30,funded
app_32a91f9966f2,brw_7671dbf3a4f2,medical,13606.03,2026-05-15,offers_declined
app_c5d7fa47f2cc,brw_f0e3cdf91f6c,major_purchase,24838.53,2026-03-09,funded
app_a6ecc6cb6f4d,brw_480de4e81ec9,debt_consolidation,14796.14,2026-07-27,funded
app_cc687c88a860,brw_480de4e81ec9,debt_consolidation,24342.76,2026-08-10,funded
app_97f275380e45,brw_480de4e81ec9,debt_consolidation,13561.45,2026-08-31,funded
app_a37c9057e228,brw_fcd604c10197,major_purchase,21611.67,2026-05-20,offers_declined
app_aa6ba72409aa,brw_2d08a4e353d6,medical,14051.44,2025-11-06,funded
app_6509c54fa9b2,brw_a5dbe04376c0,other,4573.33,2026-02-14,funded
app_66566479ea2f,brw_b9274b1a08bf,debt_consolidation,15249.5,2026-08-29,funded
app_61926025db0b,brw_c299d404faeb,home_improvement,32485.78,2026-08-24,offers_declined
app_adab135b5ce8,brw_04eb4b6050bb,debt_consolidation,8632.27,2025-06-25,funded
app_03a7b394a3b0,brw_15690bcf1d11,medical,9219.75,2026-07-19,no_offers
app_73f0b3337f93,brw_15690bcf1d11,other,8219.38,2026-09-07,no_offers
app_1f2ee8ff6288,brw_1562bb991edf,medical,2161.51,2025-12-19,funded
app_a824c1b39ad4,brw_c69ed31ff87b,debt_consolidation,9643.89,2026-06-19,funded
app_32dd0339346d,brw_6a406105f5d0,debt_consolidation,33459.86,2026-02-15,funded
app_38605e215c05,brw_a85be1be13ca,major_purchase,5344.26,2025-08-22,offers_declined
app_82e4f86cd35c,brw_10610b6a3608,home_improvement,7711.07,2026-08-10,funded
app_847b6d5133fc,brw_22e24410421e,debt_consolidation,16798.02,2025-12-06,funded
app_90d0624afc05,brw_22e24410421e,major_purchase,13906.45,2026-02-22,funded
app_bddfd0f6dde5,brw_2b649ba195e2,medical,4790.37,2026-04-21,funded
app_3239248afed9,brw_d1d4f709e167,debt_consolidation,9191.82,2026-04-01,funded
app_e8089f2ff953,brw_c45ebe1eac5b,other,14671.87,2026-08-04,funded
app_55aa3986a8d7,brw_2133ecbe5bd9,debt_consolidation,18785.2,2026-04-22,funded
app_981dcc8f3bfc,brw_bd2ce61fadcc,debt_consolidation,14426.35,2026-06-10,funded
app_9547341e8c96,brw_e200f3a60ef7,debt_consolidation,32347.96,2026-07-08,offers_declined
app_af597b1a5da2,brw_1b1620dc0f9f,debt_consolidation,25859.38,2025-09-23,funded
app_056418d9054f,brw_a7a2b78f1b5a,medical,12851.52,2025-06-11,funded
app_42b27e23f9a0,brw_db569c54b672,major_purchase,12348.63,2026-07-26,offers_declined
app_15ff739d07e6,brw_b87d03ae9cb9,debt_consolidation,15516.65,2026-06-08,offers_declined
app_9af47de2c7d7,brw_b87d03ae9cb9,debt_consolidation,18151.94,2026-08-21,offers_declined
app_81e55a38d3eb,brw_b87d03ae9cb9,home_improvement,23273.24,2026-05-30,funded
app_e4c090b1563f,brw_95c3f1744b1d,home_improvement,14066.13,2026-01-16,funded
app_1f0502a7dbda,brw_95c3f1744b1d,debt_consolidation,10327.19,2025-07-12,offers_declined
app_a29f7e640ea6,brw_ff6fad1a41ce,medical,7335.12,2026-08-29,funded
app_f54320c85995,brw_ff6fad1a41ce,debt_consolidation,12177.62,2026-08-29,funded
app_ffc5573467b0,brw_eaadd51fca5d,major_purchase,21839.21,2026-07-21,offers_declined
app_997550aaabb5,brw_eaadd51fca5d,debt_consolidation,28496.2,2026-05-28,funded
app_fdb41c619518,brw_d3b84195951b,home_improvement,18461.2,2026-01-18,funded
app_e4e4da6bcbf8,brw_d3b84195951b,major_purchase,11596.64,2026-06-06,offers_declined
app_f73903bed2c2,brw_d3b84195951b,debt_consolidation,34666.05,2026-09-11,offers_declined
app_d4565cab661e,brw_258f4b737076,other,3154.04,2026-09-06,offers_declined
app_6b2354733736,brw_03ae3e99c7cc,major_purchase,14542.0,2026-08-13,funded
app_db0df8ebf034,brw_e47bc70ce610,home_improvement,20886.66,2026-03-22,funded
app_c78f26488f92,brw_27b2a16aa030,other,17378.13,2025-10-17,funded
app_ce382978ecd3,brw_cde5129737de,debt_consolidation,14251.55,2026-05-05,funded
app_08d2acd1f059,brw_cde5129737de,major_purchase,19302.94,2026-02-26,funded
app_efb6bdbb1a9b,brw_cde5129737de,debt_consolidation,20689.25,2026-05-16,funded
app_2aaee9b36677,brw_7853b5fdc0c4,major_purchase,15344.69,2026-08-10,funded
app_ed8e3add1ba7,brw_7853b5fdc0c4,debt_consolidation,17998.8,2026-07-24,offers_declined
app_b96af6ac8fb1,brw_5ab9f63fa801,debt_consolidation,12328.83,2026-03-06,funded
app_b0a7895cde22,brw_8a8b7aa5b349,major_purchase,9468.45,2026-03-26,funded
app_274c37df8718,brw_708fadd612a7,debt_consolidation,8563.37,2026-09-04,funded
app_125f58fa017d,brw_b4f192e50eb7,debt_consolidation,9708.62,2025-12-14,funded
app_4239171eabf9,brw_b4f192e50eb7,major_purchase,8121.22,2026-08-31,offers_declined
app_08dc6ca42198,brw_fe71255e8536,debt_consolidation,24489.66,2026-06-08,funded
app_a0bcc5282647,brw_d5c8f6e6c239,debt_consolidation,30416.78,2026-08-13,funded
app_4c5ec26b722a,brw_03ad59ca9bb3,medical,5020.57,2026-08-22,offers_declined
app_f69b8339fa66,brw_e0f2c2ab2b45,major_purchase,4858.08,2026-03-14,funded
app_82bd4e2337b1,brw_e0f2c2ab2b45,debt_consolidation,5621.28,2026-04-23,offers_declined
app_9d1551307312,brw_01bd07c9937e,home_improvement,16654.76,2026-07-12,funded
app_4edd252194bc,brw_3cbbc99f1d6c,home_improvement,17604.64,2026-09-18,offers_declined
app_e5fa18c52991,brw_f4a9c583458a,other,12625.63,2025-03-30,offers_declined
app_97164df091c1,brw_f4a9c583458a,home_improvement,15379.77,2025-02-03,funded
app_4a86e1cffb38,brw_7442ba90f5ff,home_improvement,24276.04,2026-09-16,funded
app_278af3b1157c,brw_7442ba90f5ff,major_purchase,2413.28,2026-08-22,funded
app_6762c267afa1,brw_50417141baad,home_improvement,4975.81,2026-08-26,offers_declined
app_ca881babb79f,brw_8d9cc9143abf,other,5715.82,2026-09-04,funded
app_536205c00383,brw_b18dcd420b11,debt_consolidation,31911.97,2026-05-23,funded
app_f9dbc48e9670,brw_b18dcd420b11,home_improvement,16272.72,2026-04-23,offers_declined
app_973e7d3296ac,brw_9242c4791e0b,home_improvement,4500.8,2025-10-15,funded
app_3570a92d693b,brw_9242c4791e0b,other,8128.64,2025-02-28,funded
app_94a3de198503,brw_8693944b31e4,home_improvement,12994.5,2026-01-29,funded
app_4b089bb44a3d,brw_8693944b31e4,debt_consolidation,18615.99,2026-01-16,offers_declined
app_2faac2273d3e,brw_649f71ec13ba,other,5493.64,2025-10-23,funded
app_4c577c694684,brw_0e02f5285e45,major_purchase,14405.28,2025-09-22,funded
app_bb0ce92eaa56,brw_0e02f5285e45,other,10847.27,2025-09-24,funded
app_f7883e58f649,brw_7a1dc1b208c6,other,18804.12,2026-06-29,offers_declined
app_49ccb31ec830,brw_7a1dc1b208c6,major_purchase,16023.79,2026-05-08,funded
app_d4343810e061,brw_3d8a5bc7d864,major_purchase,14239.24,2026-06-17,offers_declined
app_63396ab04723,brw_3d8a5bc7d864,major_purchase,6475.06,2026-07-11,funded
app_fb88b9defc45,brw_3d8a5bc7d864,debt_consolidation,10824.79,2026-07-16,offers_declined
app_f3d934de949b,brw_599484fa9b97,debt_consolidation,15615.79,2025-06-05,funded
app_ce2bce97d391,brw_c43e524e0531,major_purchase,20114.98,2026-08-22,funded
app_ecd3e7d16434,brw_c43e524e0531,home_improvement,23555.2,2026-05-31,funded
app_9e25a1c329d2,brw_c43e524e0531,debt_consolidation,9296.38,2025-09-13,funded
app_3ba0af27be2c,brw_b7a872cce85a,debt_consolidation,29500.04,2026-09-02,offers_declined
app_f892e0f31155,brw_b10c7add2267,other,18595.66,2026-08-13,funded
app_8fed81c7b7d0,brw_b10c7add2267,major_purchase,15285.01,2026-08-18,funded
app_432aad80bb32,brw_94c51a5a90de,debt_consolidation,24122.81,2026-06-26,funded
app_2f95d9e43acb,brw_94c51a5a90de,debt_consolidation,31035.71,2026-08-27,offers_declined
app_679aa8e51148,brw_9b3a0d47f014,debt_consolidation,23689.22,2025-07-25,funded
app_712be1217148,brw_9b3a0d47f014,major_purchase,7263.85,2024-11-30,funded
app_fe5035d6a436,brw_2777999c4981,other,4013.37,2026-01-05,funded
app_9d72be03de78,brw_17d8e8dba0f3,major_purchase,23752.71,2026-03-10,funded
app_0e49eb7deb95,brw_2f7517a71d40,medical,4451.04,2026-04-30,offers_declined
app_d41eb1872c5d,brw_3d0b5ae145f8,major_purchase,3815.47,2026-06-15,funded
app_a0508cc192ff,brw_3d0b5ae145f8,debt_consolidation,18407.94,2026-09-15,funded
app_1d8e7085183f,brw_4e7750171ac8,debt_consolidation,34924.55,2025-10-16,funded
app_d4957154717b,brw_24592950f550,debt_consolidation,27109.04,2026-07-05,offers_declined
app_e4139aa80bbe,brw_24592950f550,debt_consolidation,19018.05,2026-02-03,funded
app_df3cf842177b,brw_00a85eb0cd6b,debt_consolidation,18333.7,2025-11-07,offers_declined
app_686318b17327,brw_00a85eb0cd6b,major_purchase,8994.62,2026-04-03,funded
app_6fef1079b507,brw_00a85eb0cd6b,major_purchase,7968.52,2025-10-12,funded
app_58a64f8af953,brw_273dc22d4770,major_purchase,17509.83,2026-08-08,offers_declined
app_a6d4d397fb8f,brw_273dc22d4770,home_improvement,33898.2,2026-09-01,offers_declined
app_95927e23e4f3,brw_273dc22d4770,other,8508.58,2026-06-21,funded
app_b931c4fd4388,brw_65026c490325,other,6289.92,2026-05-04,funded
app_03436ae5e4e7,brw_65026c490325,home_improvement,37007.32,2026-04-17,funded
app_8c8c55a4f1bf,brw_65026c490325,medical,4479.74,2026-02-15,funded
app_b8079df7dffa,brw_27cf77636472,medical,7203.34,2026-08-02,funded
app_14609fd7981c,brw_7ee832d1003f,debt_consolidation,7371.95,2026-09-15,funded
app_4abadaf94106,brw_a22b242688bb,debt_consolidation,26913.41,2026-07-14,funded
app_5a24a322e3ce,brw_25f94e262d9f,debt_consolidation,24566.21,2026-08-17,funded
app_b50282d0c044,brw_53043bdfb7fc,debt_consolidation,29978.12,2025-10-21,funded
app_fb34ec1dec10,brw_f2dfde0b5ef7,debt_consolidation,32150.09,2026-07-01,funded
app_f8367d2ba4d0,brw_d9b256bdbf09,major_purchase,22217.19,2025-11-23,funded
app_3656f946595c,brw_d9b256bdbf09,home_improvement,5254.07,2026-09-03,funded
app_029144ded670,brw_b0cd8120eb25,medical,4335.74,2026-01-23,funded
app_b8bab20e8167,brw_858bf16c4382,major_purchase,23255.54,2026-07-14,offers_declined
app_bb84cd57c042,brw_858bf16c4382,debt_consolidation,28905.79,2026-04-21,funded
app_a52f4c5155a3,brw_858bf16c4382,major_purchase,9622.37,2026-06-24,funded
app_5534d199ee56,brw_3296b33514e9,major_purchase,14458.04,2025-11-09,funded
app_9fafeacaabd9,brw_3296b33514e9,debt_consolidation,18773.4,2026-01-29,funded
app_abfb6095928b,brw_3296b33514e9,debt_consolidation,22740.86,2025-11-24,offers_declined
app_30aa9c676297,brw_4f18f97f9df8,medical,14487.49,2026-01-07,funded
app_a54f9796c4e5,brw_4f18f97f9df8,home_improvement,39841.02,2026-08-27,funded
app_970b9693bd35,brw_7c7bcafeabea,debt_consolidation,26633.58,2026-09-06,funded
app_c01c556bc127,brw_7c7bcafeabea,debt_consolidation,10577.89,2026-09-12,funded
app_5f43b19a039a,brw_7c7bcafeabea,home_improvement,24204.12,2026-08-11,funded
app_f020793d81a8,brw_4eb906c4a586,medical,4822.12,2025-10-05,funded
app_f79ce55bb39e,brw_524a6c73c2e9,debt_consolidation,18469.57,2026-05-14,funded
app_43bb164dcbf2,brw_524a6c73c2e9,debt_consolidation,32597.51,2026-06-30,offers_declined
app_58cb7ce13f90,brw_524a6c73c2e9,other,12818.77,2026-07-14,funded
app_cb1c672d25ca,brw_978569c1a161,other,1247.92,2026-08-02,funded
app_f1004fb92066,brw_978569c1a161,debt_consolidation,11538.99,2026-04-04,funded
app_59224921c7c0,brw_978569c1a161,major_purchase,11700.36,2026-09-09,offers_declined
app_d6451d82183d,brw_d86c24da8298,medical,13000.94,2026-09-13,funded
app_48a54fdd3100,brw_d86c24da8298,debt_consolidation,29034.59,2026-06-04,funded
app_fb19fbd01e8b,brw_d86c24da8298,home_improvement,20406.47,2026-06-23,offers_declined
app_8998156dfdfd,brw_4b8ab17d0ef1,home_improvement,39830.87,2026-02-12,funded
app_f851b922bacd,brw_cd6845fd2e4d,debt_consolidation,28791.42,2026-08-12,offers_declined
app_c8e9d27189c6,brw_cd6845fd2e4d,home_improvement,17499.64,2026-08-13,offers_declined
app_5caca72904c0,brw_2f4fa607e102,medical,7040.79,2026-04-27,offers_declined
app_f752afa0dd87,brw_a393d9055951,medical,7901.89,2026-07-23,no_offers
app_a04b7ee28f05,brw_44f71dcfdd77,home_improvement,18079.86,2026-07-13,offers_declined
app_494598496659,brw_f99bce39e808,home_improvement,16536.24,2025-05-13,funded
app_b7acec62619e,brw_e9a48b31aee7,home_improvement,37881.43,2026-03-11,funded
app_d538197ce361,brw_8550d7b9e615,other,6048.21,2026-09-15,offers_declined
app_7845a5d780ad,brw_2f1f28e22098,debt_consolidation,24368.5,2026-02-14,funded
app_78ec4c4bc521,brw_2f1f28e22098,home_improvement,9053.22,2026-03-31,funded
app_3d944e640180,brw_51908306b2fb,other,2194.75,2026-07-03,funded
app_e648a968e36e,brw_51908306b2fb,medical,6470.72,2025-09-14,funded
app_ad0baaad77df,brw_a149c74ae90b,other,11473.31,2026-01-29,funded
app_7f6331b4a8c7,brw_c073a0819ee6,home_improvement,26388.44,2026-06-22,funded
app_165bbefaf019,brw_c073a0819ee6,major_purchase,3533.39,2026-09-09,funded
app_bf44df2c5424,brw_43001b21005f,home_improvement,19681.79,2026-05-31,offers_declined
app_5a6bb8d344ff,brw_a8487c0b361a,home_improvement,27973.15,2026-06-07,offers_declined
app_2675655056d6,brw_545b594f02b3,debt_consolidation,23078.54,2026-07-03,funded
app_1ab7aab12ceb,brw_545b594f02b3,medical,8857.67,2026-05-20,funded
app_055a0023bb62,brw_29befa33f1b8,debt_consolidation,31481.96,2026-08-23,funded
app_2b4438dc292a,brw_29befa33f1b8,medical,3889.18,2026-08-29,funded
app_64871163148d,brw_29befa33f1b8,major_purchase,23668.2,2026-07-09,funded
app_5b715d021932,brw_a37000a87cb0,major_purchase,23729.25,2025-11-19,funded
app_ed8a928a8121,brw_a37000a87cb0,debt_consolidation,8108.34,2025-09-07,funded
app_64799b72c450,brw_394e08a858c3,debt_consolidation,31917.17,2026-09-16,offers_declined
app_8cf71fe799be,brw_dad1c3fd1f44,major_purchase,8822.34,2026-04-30,funded
app_a26abc4c9bbb,brw_a38180584a6a,home_improvement,3692.51,2026-05-05,funded
app_57c12ed1a409,brw_60004dafe93b,debt_consolidation,21096.85,2025-02-02,funded
app_d0f220882922,brw_60004dafe93b,major_purchase,2214.34,2026-09-04,funded
app_5b293b188556,brw_cc09e81e8672,major_purchase,9249.34,2026-07-01,offers_declined
app_81d6d368d279,brw_ff1bf571f657,debt_consolidation,18626.57,2026-09-18,offers_declined
app_8817a72285e0,brw_ff1bf571f657,debt_consolidation,16826.09,2026-09-08,offers_declined
app_fb1e23b6728a,brw_ba0a5b240abf,debt_consolidation,34148.73,2026-02-27,funded
app_f59098007efe,brw_b690cd88e7ac,home_improvement,12644.9,2026-02-08,offers_declined
app_46827d1d65d8,brw_45e4a9e5f1c5,home_improvement,36439.63,2026-05-13,offers_declined
app_cf62825e921a,brw_fbb3c6e420d1,home_improvement,3648.86,2026-05-28,funded
app_45f357b21c07,brw_7efce1eef1b8,home_improvement,9377.34,2026-07-26,funded
app_85d2f39412e3,brw_7efce1eef1b8,home_improvement,11252.31,2026-08-02,funded
app_d49a7d9b8836,brw_bbf86f92784b,home_improvement,21920.39,2026-06-09,offers_declined
app_a0e82ec9cbdb,brw_bbf86f92784b,medical,8341.84,2026-08-12,offers_declined
app_03ffa01d3048,brw_952bb29352ad,debt_consolidation,30881.03,2026-07-07,funded
app_5468cd9f3d3b,brw_952bb29352ad,medical,3639.73,2026-07-17,funded
app_a140285e00aa,brw_ba66af0fe1bf,home_improvement,17258.49,2026-09-13,funded
app_ea17d3b4e312,brw_ba66af0fe1bf,debt_consolidation,6303.46,2026-07-16,funded
app_95b22b813339,brw_42523e28bef1,debt_consolidation,23502.28,2026-02-21,funded
app_19a18e224147,brw_15a3b83cf172,debt_consolidation,23520.28,2026-06-16,offers_declined
app_fc2d1585129f,brw_f3f966929292,other,3247.08,2025-12-17,offers_declined
app_c9319c0571a2,brw_f3f966929292,debt_consolidation,34527.44,2026-04-12,funded
app_8b8ea4698364,brw_b5f750cd4db9,medical,6802.24,2026-06-25,funded
app_2eb91fac033e,brw_b5f750cd4db9,debt_consolidation,15325.79,2025-11-25,funded
app_cf6c2c9f290b,brw_b34a2785aafb,major_purchase,20808.97,2026-06-02,funded
app_e0bbf41381b8,brw_b78c639ae192,home_improvement,20142.63,2025-05-22,offers_declined
app_d313436d3b08,brw_eaa9fd1719d5,debt_consolidation,28684.12,2026-06-01,funded
app_aec3e2750f8b,brw_fbf0628989e1,medical,12280.88,2025-11-20,offers_declined
app_8d1734988064,brw_fbf0628989e1,debt_consolidation,16881.61,2025-11-18,funded
app_b05d7689fbdb,brw_fbf0628989e1,medical,6734.38,2025-06-29,offers_declined
app_c71da91d3137,brw_87c3b5a3e568,home_improvement,24127.54,2025-11-04,funded
app_b80591698146,brw_87c3b5a3e568,debt_consolidation,20864.49,2026-07-13,funded
app_d808e90643b6,brw_f2be2d02ae42,major_purchase,20280.52,2026-06-01,funded
app_0083a7a37ae7,brw_f2be2d02ae42,major_purchase,12241.78,2026-06-18,funded
app_b1c207956571,brw_f2be2d02ae42,home_improvement,7496.9,2026-05-12,funded
app_eae8444c239b,brw_d72413e86175,debt_consolidation,26439.01,2026-04-11,funded
app_338a9db8dc5a,brw_aeb2be592eab,debt_consolidation,28954.37,2026-03-17,funded
app_bac9d939b49f,brw_380a7741d469,debt_consolidation,13705.32,2026-06-03,funded
app_559263eedfa3,brw_380a7741d469,other,1711.99,2026-08-08,offers_declined
app_62e4299c7096,brw_fd77cd9ad79f,medical,4774.71,2026-08-30,funded
app_6b8fe077ad11,brw_fd77cd9ad79f,debt_consolidation,12976.46,2026-08-21,offers_declined
app_41ce7dfe2f3f,brw_fd77cd9ad79f,major_purchase,19610.33,2026-04-30,funded
app_966b27742bab,brw_5c6630d007e4,debt_consolidation,20359.08,2026-08-11,funded
app_43915d69fbcc,brw_3a2d1fa83e91,debt_consolidation,21525.15,2026-07-26,funded
app_90ef41c9d516,brw_0919197d2089,debt_consolidation,14164.36,2026-01-27,funded
app_b57cf77b351d,brw_b863cd470c51,home_improvement,3369.13,2026-07-07,offers_declined
app_71afd68d8b5f,brw_b991a626ee15,debt_consolidation,6613.81,2026-07-20,funded
app_3d29fa9c9b92,brw_a0e1873093f8,home_improvement,19504.87,2026-05-26,offers_declined
app_4edcde76ecd1,brw_9f7f0ceb1ccf,home_improvement,22826.84,2026-08-27,funded
app_8fc34e6c5dbb,brw_9f7f0ceb1ccf,medical,14308.17,2026-01-02,funded
app_fbb529a0cbee,brw_7b227f1bcc89,debt_consolidation,33648.35,2025-09-09,funded
app_ec220302f6c9,brw_0ebe347040aa,other,17465.41,2025-08-31,funded
app_d4fe87d8525e,brw_1f4252eb6383,home_improvement,12264.17,2026-08-20,offers_declined
app_7b1670e26c59,brw_83cd4691f059,debt_consolidation,20926.35,2026-01-29,funded
app_ce837963a149,brw_deaafb42338e,medical,1752.95,2026-09-06,funded
app_421d0cb9f6eb,brw_d9de787b6949,major_purchase,7160.93,2026-07-21,no_offers
app_9a3ff266424f,brw_d9de787b6949,debt_consolidation,26762.18,2026-04-22,funded
app_d3369efcdfad,brw_d72393eb5d1a,debt_consolidation,7643.38,2025-06-07,offers_declined
app_79a814a139d7,brw_d72393eb5d1a,other,19171.46,2025-10-14,offers_declined
app_065dae277eda,brw_ab4bf7a5ad1d,major_purchase,11954.94,2026-04-10,funded
app_cd32bd55f387,brw_71ad3f4c5b47,medical,13126.4,2026-04-18,offers_declined
app_7d65a404bf0a,brw_12ffdf970368,medical,12593.01,2026-09-04,funded
app_3cfc418f4ba3,brw_1501a888ecd5,home_improvement,5850.53,2026-02-13,offers_declined
app_704ac4956557,brw_1501a888ecd5,medical,13141.2,2026-07-03,funded
app_c588be2b7d02,brw_8234275f94e1,other,3937.95,2026-08-09,funded
app_42d7e5bf3c72,brw_8234275f94e1,debt_consolidation,28040.97,2026-06-25,funded
app_90d8933b1ece,brw_614582319b10,home_improvement,34032.99,2025-12-05,no_offers
app_736a45cc829d,brw_2d2776f61a39,medical,1135.05,2025-06-17,offers_declined
app_84e9ab9a1a8d,brw_ad6bdff365b2,home_improvement,28709.01,2026-05-17,offers_declined
